ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,hiqual_dv_2,hiqual_dv_2_pct,marstat_dv,marstat_dv_pct,tenure_dv,tenure_dv_pct,tenure_dv_2,tenure_dv_2_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,marstat_dv_2,marstat_dv_2_pct,tribe_description,racel_dv_2,racel_dv_2_pct
E09000018,Hounslow,Student / training,2,Single Parents and Independent Renters,2290,47,24.6,2.1,Male,68,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,40,A-level etc,43,No qualification,34.0,Never married,100,Rented private unfurnished,30,Local authority rent,21.0,"1 adult, 2 or more children",45,"1 adult, 1 child",19.0,,,"Young adults in their 20s who are single parents or living independently in social housing or private rentals, diverse ethnicities including Black African and White British, often studying while managing household responsibilities.",Black: African,17.0
E09000018,Hounslow,Student / training,3,Mature Returners to Education,763,17,41.9,2.5,Female,53,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,29,Degree,29,Other higher degree,24.0,Never married,82,Rented private unfurnished,24,Rented private furnished,24.0,"3 or more adults, no children, excl. any couples",41,"1 adult, 2 or more children",24.0,,,"Students and trainees aged 30 and above returning to education, varied backgrounds and housing situations, some with existing qualifications seeking further training or career changes.",Asian: Pakistani,12.0
E09000018,Hounslow,Unemployed,1,South Asian Extended Households,2467,33,40.5,2.7,Male,64,Unemployed,100,Asian: Indian,24,A-level etc,30,GCSE etc,30.0,Never married,79,Owned with mortgage,36,Owned outright,27.0,"3 or more adults, no children, excl. any couples",58,,,,,Working-age adults predominantly of South Asian or Arab heritage living in multi-generational extended households often with no formal qualifications but variable health and home ownership.,Asian: Bangladeshi,24.0
E09000018,Hounslow,Unemployed,2,Older Adults in Transition,1907,38,63.2,3.3,Female,53,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,32,No qualification,53,,,Married/Civil partner,37,Housing association rented,24,Owned with mortgage,21.0,"3 or more adults, no children, excl. any couples",29,"3 or more adults, 1–2 children, incl. at least one couple",21.0,Never married,24.0,Adults aged 55 and over who are often widowed divorced or separated with fair to poor health living in smaller households or social housing across various ethnic backgrounds.,Asian: Pakistani,24.0
E09000018,Hounslow,Unemployed,3,Younger Single Parents and Renters,1293,29,36.1,2.6,Female,62,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,21,GCSE etc,34,A-level etc,28.0,Never married,72,Local authority rent,28,Rented private unfurnished,21.0,"1 adult, 1 child",31,"1 adult, 2 or more children",24.0,,,Adults under 45 who are single or separated often raising children alone or renting privately or through social housing with moderate education and generally good health.,Asian: Pakistani,21.0
E09000019,Islington,Employed,1,Property-Owning Professionals,2401,20,35.1,2.2,Male,90,Employed,100,White: British/English/Scottish/Welsh/N. Irish,70,Degree,60,,,Never married,100,Owned outright,65,,,"3 or more adults, no children, excl. any couples",100,,,,,Degree-educated or professionally qualified workers in their 30s-40s who own their homes outright or with mortgages and report good health across White British and ethnic minority backgrounds.,,
E09000019,Islington,Employed,2,Young Private Renters,2539,19,32.3,2.3,Female,58,Employed,100,White: British/English/Scottish/Welsh/N. Irish,89,Degree,79,,,Never married,100,Rented private furnished,63,,,"3 or more adults, no children, excl. any couples",74,,,,,Single degree-educated workers mostly in their late 20s to early 30s renting privately furnished or unfurnished accommodation often in shared housing arrangements.,,
E09000019,Islington,Employed,3,Ethnic Minority Graduate Professionals,3529,15,33.7,2.2,Female,80,Employed,100,Black: African,27,Degree,100,,,Never married,93,Housing association rented,40,Rented private furnished,27.0,"3 or more adults, no children, excl. any couples",93,,,,,Degree-holding professionals from Black African Caribbean Arab Asian and mixed backgrounds living in housing association accommodation or private rentals typically single and in good health.,Mixed: White and Black Caribbean,20.0
E09000019,Islington,Employed,4,White British Social Housing Residents,2963,16,34.4,2.1,Male,62,Employed,100,White: British/English/Scottish/Welsh/N. Irish,100,Degree,31,A-level etc,25.0,Never married,94,Local authority rent,81,,,"3 or more adults, no children, excl. any couples",94,,,,,White British workers with A-levels GCSEs or no formal qualifications living in council or housing association properties often in shared accommodation with variable health.,,
E09000019,Islington,Employed,5,Diverse Social Housing Workers,2384,16,32.2,2.0,Male,69,Employed,100,Mixed: White and Black Caribbean,25,A-level etc,75,,,Never married,88,Local authority rent,56,,,"3 or more adults, no children, excl. any couples",88,,,,,Workers from ethnic minority and White Other backgrounds with mid-level or lower qualifications residing in council or housing association housing typically single and sharing with other adults.,Black: African,25.0
E09000019,Islington,Employed,6,Older Workers and Single Parents,2135,14,51.4,2.7,Male,57,Employed,100,Black: African,29,No qualification,50,,,Never married,57,Housing association rented,43,Rented private unfurnished,21.0,"3 or more adults, no children, excl. any couples",50,,,,,Workers aged 50 and over from various backgrounds plus single parents of any age often in social housing with lower educational qualifications and mixed health status.,White: British/English/Scottish/Welsh/N. Irish,21.0
E09000019,Islington,Inactive,1,Younger Disabled Adults in Shared Housing,3840,43,35.9,4.0,Female,53,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,79,GCSE etc,37,No qualification,33.0,Never married,81,Local authority rent,33,Rented private unfurnished,23.0,"3 or more adults, no children, excl. any couples",35,"1 adult, 2 or more children",16.0,,,Working-age adults under 45 with long-term health conditions living predominantly in shared social housing arrangements with limited qualifications and poor health outcomes.,,
E09000019,Islington,Inactive,2,Middle-Aged Adults with Chronic Illness,1269,27,51.9,4.3,Male,59,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,67,No qualification,52,,,Never married,74,Local authority rent,44,Housing association rented,26.0,"1 adult under pensionable age, no children",30,"3 or more adults, no children, excl. any couples",30.0,,,Adults aged 45-59 experiencing chronic health issues who live alone or in shared accommodation in social housing with fair to poor health limiting their daily functioning.,,
E09000019,Islington,Inactive,3,Older Isolated Adults with Long-Term Sickness,1667,30,66.2,4.5,Female,57,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,63,No qualification,63,,,Never married,53,Housing association rented,53,,,"3 or more adults, no children, excl. any couples",47,"1 adult under pensionable age, no children",30.0,,,Adults aged 60 and over with disabilities or long-term illness who often live alone or in multi-person households and experience significant health limitations and social isolation.,,
E09000019,Islington,On leave,1,Single Mothers in Rented Housing,2314,44,37.9,2.8,Female,100,On leave,100,White: British/English/Scottish/Welsh/N. Irish,66,GCSE etc,30,Other higher degree,23.0,Never married,82,Local authority rent,41,Rented private unfurnished,27.0,"1 adult, 2 or more children",77,,,,,Working-age women raising children alone after separation or as single parents; predominantly living in council or housing association housing with moderate to low qualifications and fair to good health.,,
E09000019,Islington,On leave,2,Partnered Parents with Young Families,545,20,39.0,2.5,Female,80,On leave,100,White: British/English/Scottish/Welsh/N. Irish,55,Degree,35,No qualification,20.0,Married/Civil partner,85,Local authority rent,25,Housing association rented,20.0,Couple with 1 child,35,Couple with 3 or more children,25.0,,,Married or cohabiting mothers and a few fathers on maternity or family leave living in couple-plus-children households; housing ranges from social tenancies to mortgages and includes diverse ethnic backgrounds.,,
E09000019,Islington,On leave,3,Older Carers and Extended Households,1430,36,48.4,3.2,Female,83,On leave,100,White: British/English/Scottish/Welsh/N. Irish,64,GCSE etc,22,A-level etc,19.0,Never married,56,Local authority rent,42,Housing association rented,22.0,"2 adults, not a couple, 1 or more children",28,"3 or more adults, no children, excl. any couples",28.0,,,Older adults aged 50 and above or those in multi-generational or non-nuclear households; includes widowed individuals and those with poor health who are providing unpaid family care.,,
E09000019,Islington,Retired,1,Property-Owning Pensioners,535,17,79.1,3.3,Female,53,Retired,100,White: British/English/Scottish/Welsh/N. Irish,65,No qualification,41,Degree,29.0,Widowed/surviving civil partner,41,Owned outright,53,,,"3 or more adults, no children, excl. any couples",94,,,Never married,35.0,Retirees who own their homes outright or with a mortgage and often have higher educational qualifications; they represent a more financially secure segment with mixed health outcomes.,,
E09000019,Islington,Retired,2,Frail Social Housing Elders,1695,53,79.1,4.4,Female,51,Retired,100,White: British/English/Scottish/Welsh/N. Irish,75,No qualification,92,,,Widowed/surviving civil partner,36,Local authority rent,49,Housing association rented,36.0,"1 female, age 60+, no children",23,"2 adults, not a couple, one or more over pensionable age, no children",23.0,Divorced/dissolved civil partner,30.0,Pensioners living in council or housing association housing who report fair or poor health; typically have no formal qualifications and often live alone or in multi-person households without a partner.,,
E09000019,Islington,Retired,3,Active Council Estate Seniors,856,30,80.9,2.4,Male,53,Retired,100,White: British/English/Scottish/Welsh/N. Irish,90,No qualification,90,,,Widowed/surviving civil partner,37,Local authority rent,67,,,"1 male, aged 65+, no children",43,"2 adults, not a couple, one or more over pensionable age, no children",23.0,Never married,33.0,Social housing or private rental pensioners who maintain good to excellent health despite limited formal education; they represent a more resilient segment of renters managing well in later life.,,
E09000019,Islington,Student / training,1,Parent Students Juggling Childcare and Education,3594,58,27.1,2.3,Male,53,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,47,No qualification,33,GCSE etc,28.0,Never married,98,Local authority rent,34,Rented private unfurnished,34.0,"1 adult, 2 or more children",50,,,,,Single parents and couples with children studying while managing family responsibilities across various housing types and ethnic backgrounds with generally lower prior educational qualifications,Black: African,26.0
E09000019,Islington,Student / training,2,Graduate Students and Sharers in Market Housing,2247,32,30.9,2.2,Male,59,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,59,A-level etc,44,Degree,34.0,Never married,97,Owned with mortgage,34,Rented private furnished,28.0,"3 or more adults, no children, excl. any couples",69,,,,,Postgraduate or mature students already holding degrees or higher qualifications living in privately rented or owned accommodation often in shared housing or as solo adults,,
E09000019,Islington,Student / training,3,Young Adult Learners in Social Housing,789,10,29.3,2.1,Male,60,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,30,A-level etc,50,,,Never married,90,Local authority rent,50,,,"3 or more adults, no children, excl. any couples",60,,,,,Young adults without children living in council or housing association accommodation typically in shared households or alone working toward their first qualifications,Asian: Pakistani,20.0
E09000019,Islington,Unemployed,1,Single Parents Navigating Childcare and Job Search,1091,23,39.7,3.0,Female,83,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,57,GCSE etc,35,A-level etc,26.0,Never married,78,Housing association rented,43,Local authority rent,39.0,"1 adult, 1 child",57,,,,,Predominantly women raising children alone in council or housing association properties who face the dual challenge of seeking work while managing childcare responsibilities with varied education levels and generally fair health.,,
E09000019,Islington,Unemployed,2,Older Job-Seekers Facing Health and Age Barriers,1549,23,59.9,3.4,Female,52,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,52,No qualification,57,,,Divorced/dissolved civil partner,35,Local authority rent,30,Housing association rented,22.0,"3 or more adults, no children, excl. any couples",61,,,Never married,35.0,Adults aged 50 and over often with limited formal qualifications and fair to poor health who are navigating unemployment later in working life while living in various housing arrangements including social housing.,,
E09000019,Islington,Unemployed,3,Young Sharers and Solo Dwellers Between Opportunities,3892,54,35.2,3.0,Male,70,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,56,A-level etc,30,Degree,22.0,Never married,89,Local authority rent,31,Housing association rented,30.0,"3 or more adults, no children, excl. any couples",48,"1 adult under pensionable age, no children",19.0,,,Working-age adults under 50 living in shared multi-person households or as solo tenants who are ethnically diverse with mixed education levels and mostly single without dependent children.,,
E09000025,Newham,Employed,1,Older Asian Indian Men in Extended Households,4478,6,57.7,2.2,Male,100,Employed,100,Asian: Indian,100,A-level etc,67,,,Married/Civil partner,100,Rented private furnished,83,,,"3 or more adults, no children, excl. any couples",67,,,,,Asian Indian men aged 54-61 who are married and living in multi-generational or extended family households often in private furnished rentals. They represent established community members with moderate education levels.,,
E09000025,Newham,Employed,2,South Asian Family Providers,3697,17,43.7,2.4,Male,94,Employed,100,Asian: Pakistani,76,No qualification,53,,,Married/Civil partner,100,Rented from employer,47,Local authority rent,18.0,Couple with 3 or more children,59,,,,,Married Pakistani and Bangladeshi men with larger families including multiple children. Often working with limited formal qualifications in employer-provided or social housing supporting extended households.,,
E09000025,Newham,Employed,3,Young Single South Asians in Shared Housing,6151,19,37.3,2.4,Female,58,Employed,100,Asian: Bangladeshi,37,A-level etc,68,,,Never married,79,Owned outright,21,Owned with mortgage,21.0,"3 or more adults, no children, excl. any couples",84,,,,,Single South Asian adults in their 30s and 40s living in multi-adult shared households. Mix of education levels from degree to no qualifications spanning Indian Pakistani Bangladeshi and Arab backgrounds.,Asian: Indian,26.0
E09000025,Newham,Employed,4,African Workers and Single Parents,3343,16,43.1,2.4,Female,69,Employed,100,Black: African,100,Degree,38,A-level etc,31.0,Never married,75,Rented private unfurnished,31,Housing association rented,25.0,"3 or more adults, no children, excl. any couples",38,"1 adult, 1 child",31.0,,,Black African workers often women who are single parents living in council or housing association accommodation. Range from young workers to those approaching retirement with varied education levels.,,
E09000025,Newham,Employed,5,Caribbean Workers Across Generations,3519,15,48.1,2.5,Female,60,Employed,100,Black: Caribbean,100,A-level etc,47,GCSE etc,27.0,Never married,87,Owned with mortgage,20,Rented private unfurnished,20.0,"3 or more adults, no children, excl. any couples",80,,,,,Black Caribbean workers spanning multiple generations from late 20s to late 60s. Mix of homeowners and renters across private and social housing with moderate education typically single.,,
E09000025,Newham,Employed,6,Degree-Educated Diverse Professionals,4617,18,34.8,2.1,Male,56,Employed,100,Asian: Indian,28,Degree,94,,,Never married,61,Rented private furnished,33,Rented private unfurnished,22.0,"3 or more adults, no children, excl. any couples",61,,,,,University-educated professionals from diverse ethnic backgrounds including White British Asian Indian Pakistani and mixed heritage. Younger workers in private rentals or homeowners often in family households.,Asian: Bangladeshi,17.0
E09000025,Newham,Employed,7,Older and Mixed-Background Workers,2153,9,59.3,3.0,Female,56,Employed,100,Asian: Indian,33,No qualification,56,,,Never married,44,Rented private unfurnished,33,Owned outright,22.0,"3 or more adults, no children, excl. any couples",67,,,Divorced/dissolved civil partner,22.0,Older workers aged 50-85 and others with atypical profiles including widowed or separated individuals. Diverse ethnic backgrounds with varied tenure including homeowners and private renters.,White: British/English/Scottish/Welsh/N. Irish,22.0
E09000025,Newham,Inactive,1,Aging Residents with Health Limitations,3279,31,66.3,4.3,Female,65,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,29,No qualification,61,,,Never married,42,Local authority rent,35,Housing association rented,29.0,"3 or more adults, no children, excl. any couples",32,"1 female, age 60+, no children",13.0,Married/Civil partner,23.0,Residents aged 60 and over who are unable to work primarily due to long-term illness or disability. They live in social or private rented housing and come from diverse ethnic backgrounds including South Asian and Black African communities with many having limited formal qualifications.,Asian: Pakistani,13.0
E09000025,Newham,Inactive,2,Middle-Aged Adults Managing Chronic Conditions,2721,39,50.9,3.8,Female,51,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,23,GCSE etc,26,No qualification,26.0,Married/Civil partner,36,Owned with mortgage,31,Local authority rent,21.0,"3 or more adults, no children, excl. any couples",18,"1 adult, 2 or more children",15.0,Never married,36.0,Working-age adults in their 40s and 50s who are economically inactive due to poor health. Many are from South Asian and other minority communities living in multi-adult households in council or housing association accommodation.,Asian: Pakistani,18.0
E09000025,Newham,Inactive,3,Younger Inactive Adults and Single Parents,3395,30,30.4,3.4,Male,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,37,No qualification,37,A-level etc,27.0,Never married,83,Rented private unfurnished,33,Local authority rent,23.0,"3 or more adults, no children, excl. any couples",30,"3 or more adults, 1–2 children, incl. at least one couple",23.0,,,Adults under 40 including single parents and those in multigenerational family households. They have more varied health profiles with some in good health suggesting their inactivity may relate to family caregiving responsibilities or other circumstances rather than chronic illness.,Asian: Pakistani,27.0
E09000025,Newham,On leave,1,Unmarried Single Parents,3634,29,45.3,3.1,Female,93,On leave,100,White: British/English/Scottish/Welsh/N. Irish,28,No qualification,24,A-level etc,17.0,Never married,62,Local authority rent,41,Rented private unfurnished,21.0,"1 adult, 2 or more children",41,"1 adult, 1 child",28.0,,,Single divorced separated or widowed women often from Black African Caribbean or White British backgrounds raising children alone in social or private rented housing with varied education levels and moderate health,Black: African,21.0
E09000025,Newham,On leave,2,South Asian Married Mothers,3638,46,44.0,2.7,Female,100,On leave,100,Asian: Pakistani,46,No qualification,30,GCSE etc,24.0,Married/Civil partner,100,Rented private unfurnished,30,Rented from employer,20.0,Couple with 3 or more children,39,"3 or more adults, 1–2 children, incl. at least one couple",22.0,,,Married South Asian women under 55 predominantly Pakistani and Bangladeshi living with spouses and children in couple-plus-children households across various housing tenures with mixed education levels,Asian: Bangladeshi,28.0
E09000025,Newham,On leave,3,Older South Asian Matriarchs in Extended Families,1940,25,60.8,3.4,Female,96,On leave,100,Asian: Bangladeshi,48,No qualification,92,,,Married/Civil partner,100,Owned outright,32,Owned with mortgage,24.0,"3 or more adults, 1–2 children, incl. at least one couple",52,,,,,Married South Asian women aged 55 and over predominantly Pakistani and Bangladeshi with little formal education living in multi-generational extended family households often in owned or social housing with fair to poor health,Asian: Pakistani,44.0
E09000025,Newham,Retired,1,Multigenerational Homeowners with Stable Health,3313,39,80.1,2.9,Female,56,Retired,100,Asian: Indian,36,No qualification,64,,,Widowed/surviving civil partner,44,Owned outright,69,,,"3 or more adults, no children, excl. any couples",28,"3 or more adults, 1–2 children, incl. at least one couple",26.0,Married/Civil partner,38.0,Retirees who own their homes and report excellent to fair health often living in extended family households. Many are of South Asian heritage (Pakistani Indian Bangladeshi) with family support structures and include both married couples and widowed individuals.,Asian: Pakistani,23.0
E09000025,Newham,Retired,2,Social and Private Housing Renters,2481,35,79.1,3.2,Female,54,Retired,100,Black: Caribbean,29,No qualification,57,,,Widowed/surviving civil partner,29,Local authority rent,31,Housing association rented,26.0,"1 male, aged 65+, no children",20,"Couple 1 or more over pensionable age, no children",20.0,Married/Civil partner,26.0,Pensioners renting from councils housing associations or private landlords who maintain reasonable health. This diverse group includes Black Caribbean Black African and Bangladeshi elders in various living situations from solo dwellers to multi-adult households.,Asian: Pakistani,17.0
E09000025,Newham,Retired,3,Frail Elderly in Poor Health,1890,26,83.1,5.0,Female,73,Retired,100,White: British/English/Scottish/Welsh/N. Irish,27,No qualification,77,,,Widowed/surviving civil partner,38,Owned with mortgage,31,Owned outright,23.0,"3 or more adults, no children, excl. any couples",38,"1 female, age 60+, no children",19.0,Married/Civil partner,27.0,Elderly retirees experiencing poor health regardless of whether they own or rent their homes. Often among the oldest (many 80+) and frequently widowed this vulnerable group spans all ethnic backgrounds and housing types but shares significant health limitations.,Asian: Pakistani,27.0
E09000025,Newham,Student / training,1,Young Students in Extended Family Households,5436,54,25.0,2.1,Female,52,Student / training,100,Asian: Pakistani,37,A-level etc,41,No qualification,30.0,Never married,100,Rented private unfurnished,28,Rented from employer,22.0,Couple with 3 or more children,24,"3 or more adults, 1–2 children, incl. at least one couple",22.0,,,Students aged 22-29 living in multi-person households with parents or extended family including couples with children and multi-adult arrangements typically with GCSE or A-level education and diverse South Asian and Black African backgrounds across various tenure types,Asian: Other,13.0
E09000025,Newham,Student / training,2,Single Parents and Mature Returners,6141,46,32.4,2.4,Male,52,Student / training,100,Black: African,30,No qualification,26,A-level etc,22.0,Never married,87,Rented private unfurnished,24,Local authority rent,22.0,"1 adult, 2 or more children",48,"1 adult, 1 child",22.0,,,Students who are either single parents with dependent children or mature learners aged 30 and above often balancing education with caregiving responsibilities and more likely to already hold degrees or higher qualifications while re-training or upskilling,White: British/English/Scottish/Welsh/N. Irish,20.0
E09000025,Newham,Unemployed,1,Older Job Seekers with Health Barriers,4133,33,64.6,3.6,Female,55,Unemployed,100,Asian: Pakistani,27,No qualification,61,,,Married/Civil partner,33,Owned with mortgage,21,Local authority rent,15.0,"3 or more adults, 1–2 children, incl. at least one couple",36,"3 or more adults, no children, excl. any couples",30.0,Divorced/dissolved civil partner,24.0,Adults aged 55 and over who are often widowed or divorced with no formal qualifications and frequently report fair or poor health living in social housing or shared accommodation,Asian: Bangladeshi,24.0
E09000025,Newham,Unemployed,2,Working-Age Singles in Shared Housing,4466,29,35.7,2.7,Male,69,Unemployed,100,Asian: Pakistani,17,A-level etc,41,GCSE etc,31.0,Never married,100,Owned with mortgage,24,Housing association rented,17.0,"3 or more adults, no children, excl. any couples",52,,,,,Single adults aged 25 to 54 predominantly living in multi-adult shared households across various tenure types with moderate to good health and diverse South Asian African and Arab backgrounds,Asian: Bangladeshi,17.0
E09000025,Newham,Unemployed,3,Parents and Family Households,3953,38,41.1,2.6,Female,55,Unemployed,100,Asian: Bangladeshi,21,A-level etc,39,GCSE etc,26.0,Never married,45,Rented private unfurnished,29,Local authority rent,24.0,"1 adult, 1 child",24,Couple with 2 children,21.0,Married/Civil partner,42.0,Working-age adults who are married cohabiting or single parents living in households with dependent children spanning diverse ethnic backgrounds and education levels with varied health status,Asian: Pakistani,18.0
E09000030,Tower Hamlets,Employed,1,Mature South Asian Family Patriarchs,1791,6,56.2,2.3,Male,100,Employed,100,Asian: Indian,100,A-level etc,67,,,Married/Civil partner,83,Rented private furnished,67,,,"3 or more adults, no children, excl. any couples",83,,,,,Men aged 50-60 of Asian Indian heritage who are married with A-level education living in furnished private rentals within multi-adult households and reporting good to excellent health.,,
E09000030,Tower Hamlets,Employed,2,Young White British Graduate Renters,2811,20,32.5,2.2,Male,50,Employed,100,White: British/English/Scottish/Welsh/N. Irish,100,Degree,75,,,Never married,100,Rented private furnished,40,Local authority rent,15.0,"3 or more adults, no children, excl. any couples",100,,,,,Single adults in their late 20s to mid-30s of White British background with university degrees renting privately or with mortgages in multi-adult households and generally excellent health.,,
E09000030,Tower Hamlets,Employed,3,Bangladeshi Community Workers,2502,14,42.5,2.6,Male,57,Employed,100,Asian: Bangladeshi,100,No qualification,43,A-level etc,36.0,Never married,50,Local authority rent,29,Housing association rented,21.0,"3 or more adults, no children, excl. any couples",50,,,,,Bangladeshi men and women across ages living in council or housing association properties often married with varying education levels in family or multi-adult households.,,
E09000030,Tower Hamlets,Employed,4,Pakistani Family Breadwinners,2284,13,41.0,2.8,Male,62,Employed,100,Asian: Pakistani,100,GCSE etc,31,No qualification,31.0,Never married,54,Rented from employer,31,Rented private unfurnished,23.0,"3 or more adults, no children, excl. any couples",46,Couple with 3 or more children,23.0,,,Pakistani workers often married with families living in employer-provided housing or owned properties with varied education levels including those without formal qualifications.,,
E09000030,Tower Hamlets,Employed,5,Black African and Caribbean Professionals,1325,9,36.4,2.1,Female,67,Employed,100,Black: African,78,Degree,67,,,Never married,89,Local authority rent,33,Housing association rented,33.0,"3 or more adults, no children, excl. any couples",100,,,,,Black African and Caribbean degree-educated adults typically single and living in housing association or council properties in multi-adult shared households.,,
E09000030,Tower Hamlets,Employed,6,White British Social Housing Tenants,1617,10,38.0,2.3,Male,60,Employed,100,White: British/English/Scottish/Welsh/N. Irish,100,A-level etc,40,GCSE etc,30.0,Never married,90,Local authority rent,90,,,"3 or more adults, no children, excl. any couples",100,,,,,White British adults in council or housing association rentals with GCSE-level or lower qualifications who are predominantly single and living in shared multi-adult households.,,
E09000030,Tower Hamlets,Employed,7,Diverse Urban Degree Holders,4790,23,35.3,2.3,Male,52,Employed,100,Asian: Indian,39,Degree,61,,,Never married,96,Owned with mortgage,26,Rented private unfurnished,22.0,"3 or more adults, no children, excl. any couples",87,,,,,Young to middle-aged degree-holders from diverse backgrounds including Indian Arab White Other and mixed heritage renting privately or with mortgages and mostly single.,White: Other,17.0
E09000030,Tower Hamlets,Employed,8,Older Workers in Transition,968,5,56.0,2.8,Female,60,Employed,100,Asian: Indian,40,No qualification,60,,,Divorced/dissolved civil partner,40,Rented private unfurnished,60,,,"3 or more adults, no children, excl. any couples",80,,,Widowed/surviving civil partner,20.0,Workers over 50 from various ethnic backgrounds who are divorced widowed or separated often self-employed and facing health challenges while living in varied housing situations.,White: British/English/Scottish/Welsh/N. Irish,20.0
E09000030,Tower Hamlets,Inactive,1,Ailing Seniors in Social Housing,1877,27,66.1,4.3,Female,56,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,48,No qualification,63,,,Never married,44,Local authority rent,44,Housing association rented,44.0,"3 or more adults, no children, excl. any couples",48,"1 adult under pensionable age, no children",15.0,Divorced/dissolved civil partner,26.0,Adults aged 60 and over with long-term health conditions living predominantly in council or housing association accommodation often widowed divorced or single with no formal qualifications,Asian: Indian,11.0
E09000030,Tower Hamlets,Inactive,2,Mid-Life Health-Limited Residents,3260,48,46.8,4.2,Male,56,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,58,No qualification,40,GCSE etc,25.0,Never married,54,Local authority rent,35,Housing association rented,21.0,"3 or more adults, no children, excl. any couples",29,"1 adult, 2 or more children",12.0,,,Working-age adults in their late 30s to 50s with serious chronic health conditions preventing employment typically single with limited education living in social housing within multi-adult households,,
E09000030,Tower Hamlets,Inactive,3,Young Adults with Early Health Setbacks,2135,25,29.2,3.2,Male,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,52,GCSE etc,28,No qualification,28.0,Never married,96,Local authority rent,32,Rented private unfurnished,32.0,"3 or more adults, no children, excl. any couples",36,"3 or more adults, 1–2 children, incl. at least one couple",16.0,,,People in their 20s and early 30s facing health challenges or other barriers to work often living in shared or family housing arrangements with more varied educational backgrounds and health outcomes,,
E09000030,Tower Hamlets,On leave,1,Lone Parent and Single Carers,3077,41,42.3,2.8,Female,95,On leave,100,White: British/English/Scottish/Welsh/N. Irish,59,No qualification,32,GCSE etc,22.0,Never married,63,Local authority rent,44,Rented private unfurnished,24.0,"1 adult, 2 or more children",51,,,,,Single separated divorced or widowed women from diverse ethnic backgrounds including White British Black African and Black Caribbean caring for children alone in single-parent or shared households typically in social housing with varied health outcomes,,
E09000030,Tower Hamlets,On leave,2,Married South Asian Family Homemakers,2983,59,45.2,2.7,Female,93,On leave,100,Asian: Bangladeshi,53,No qualification,42,A-level etc,20.0,Married/Civil partner,100,Local authority rent,31,Housing association rented,29.0,"3 or more adults, 1–2 children, incl. at least one couple",29,Couple with 2 children,24.0,,,Married women predominantly Bangladeshi Pakistani and Indian providing full-time family care in larger multigenerational or multi-child couple households often without formal qualifications and living in council or housing association properties,,
E09000030,Tower Hamlets,Retired,1,South Asian Pensioners in Extended Households,1059,25,79.3,3.7,Female,64,Retired,100,Asian: Pakistani,36,No qualification,68,,,Widowed/surviving civil partner,56,Local authority rent,32,Owned outright,24.0,"3 or more adults, no children, excl. any couples",24,"1 male, aged 65+, no children",12.0,,,Bangladeshi Pakistani and Indian retirees typically in their 70s-80s often living in larger multi-generational households with a mix of council housing ownership and housing association tenancies and generally lacking formal qualifications,Asian: Bangladeshi,36.0
E09000030,Tower Hamlets,Retired,2,Solitary White British Pensioners in Social Housing,896,43,81.0,3.5,Male,72,Retired,100,White: British/English/Scottish/Welsh/N. Irish,84,No qualification,98,,,Never married,44,Local authority rent,53,,,"1 male, aged 65+, no children",60,,,Widowed/surviving civil partner,35.0,Elderly White British and Irish individuals living alone in council or housing association flats predominantly single widowed or divorced with no formal qualifications and often reporting fair to poor health,,
E09000030,Tower Hamlets,Retired,3,Pensioners in Shared or Couple Households,1481,32,77.9,3.7,Female,59,Retired,100,White: British/English/Scottish/Welsh/N. Irish,75,No qualification,72,,,Widowed/surviving civil partner,44,Local authority rent,47,Owned outright,16.0,"3 or more adults, no children, excl. any couples",59,,,Never married,25.0,Retired individuals of various ethnicities living with partners adult children or other household members in social housing or owned properties including pensioner couples and multi-adult households,,
E09000030,Tower Hamlets,Student / training,1,South Asian Students in Extended Family Homes,2408,41,26.4,2.2,Male,76,Student / training,100,Asian: Pakistani,37,No qualification,41,A-level etc,24.0,Never married,95,Local authority rent,20,Housing association rented,20.0,Couple with 3 or more children,29,"3 or more adults, >2 children, incl. at least one couple",12.0,,,Predominantly Bangladeshi and Pakistani students in their early-to-mid 20s living with parents or extended family in council housing or family-owned properties with multi-generational households including children and often still studying without formal qualifications.,Asian: Bangladeshi,27.0
