ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,hiqual_dv_2,hiqual_dv_2_pct,marstat_dv,marstat_dv_pct,tenure_dv,tenure_dv_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,tenure_dv_2,tenure_dv_2_pct,marstat_dv_2,marstat_dv_2_pct,racel_dv_2,racel_dv_2_pct,tribe_description
E09000018,Hounslow,Inactive,4,Cluster 4,2105,254,53.7,4.4,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,77,GCSE etc,32,A-level etc,25.0,Never married,36,Owned outright,25,"3 or more adults, no children, incl. at least one couple",24,"2 adults, not a couple, one or more over pensionable age, no children",14.0,Owned with mortgage,23.0,Married/Civil partner,35.0,,,
E09000018,Hounslow,Inactive,5,Cluster 5,249,10,54.8,4.4,Female,60,Inactive,100,Other ethnic group,100,GCSE etc,30,Other higher degree,20.0,Never married,50,Housing association rented,60,"1 adult under pensionable age, no children",40,"1 female, age 60+, no children",20.0,,,,,,,
E09000018,Hounslow,On leave,1,Cluster 1,2544,114,58.4,3.4,Female,95,On leave,100,White: British/English/Scottish/Welsh/N. Irish,35,No qualification,90,,,Married/Civil partner,82,Owned outright,32,"3 or more adults, 1–2 children, incl. at least one couple",23,"3 or more adults, no children, incl. at least one couple",20.0,Owned with mortgage,25.0,,,Asian: Pakistani,31.0,
E09000018,Hounslow,On leave,2,Cluster 2,4691,695,50.2,2.7,Female,94,On leave,100,White: British/English/Scottish/Welsh/N. Irish,66,Degree,31,GCSE etc,26.0,Married/Civil partner,84,Owned with mortgage,50,Couple with 2 children,25,Couple with 3 or more children,16.0,,,,,,,
E09000018,Hounslow,On leave,3,Cluster 3,2359,115,45.0,2.9,Female,97,On leave,100,White: British/English/Scottish/Welsh/N. Irish,56,A-level etc,30,GCSE etc,27.0,Married/Civil partner,72,Rented private unfurnished,62,Couple with 3 or more children,24,Couple with 1 child,23.0,,,,,,,
E09000018,Hounslow,On leave,4,Cluster 4,1809,113,45.4,3.3,Female,91,On leave,100,White: British/English/Scottish/Welsh/N. Irish,73,GCSE etc,36,A-level etc,21.0,Never married,70,Local authority rent,36,"1 adult, 2 or more children",42,"2 adults, not a couple, 1 or more children",12.0,Housing association rented,25.0,,,,,
E09000018,Hounslow,On leave,5,Cluster 5,130,8,45.8,3.0,Female,100,On leave,100,Other ethnic group,100,Degree,25,Other higher degree,25.0,Married/Civil partner,88,Owned with mortgage,88,Couple with 3 or more children,38,"Couple both under pensionable age, no children",25.0,,,,,,,
E09000018,Hounslow,Retired,1,Cluster 1,4761,341,81.5,3.8,Female,73,Retired,100,White: British/English/Scottish/Welsh/N. Irish,73,No qualification,60,,,Married/Civil partner,41,Owned outright,56,"3 or more adults, no children, incl. at least one couple",43,"2 adults, not a couple, one or more over pensionable age, no children",32.0,,,Widowed/surviving civil partner,37.0,,,
E09000018,Hounslow,Retired,2,Cluster 2,7073,1073,83.7,3.4,Female,64,Retired,100,White: British/English/Scottish/Welsh/N. Irish,94,No qualification,97,,,Married/Civil partner,49,Owned outright,72,"Couple 1 or more over pensionable age, no children",52,,,,,Widowed/surviving civil partner,29.0,,,
E09000018,Hounslow,Retired,3,Cluster 3,181,12,79.1,3.1,Female,67,Retired,100,Other ethnic group,100,Degree,42,Other higher degree,17.0,Married/Civil partner,67,Owned outright,75,"Couple 1 or more over pensionable age, no children",58,,,,,,,,,
E09000018,Hounslow,Retired,4,Cluster 4,12680,4349,78.9,2.8,Male,51,Retired,100,White: British/English/Scottish/Welsh/N. Irish,93,Degree,28,GCSE etc,21.0,Married/Civil partner,67,Owned outright,89,"Couple 1 or more over pensionable age, no children",58,,,,,,,,,
E09000018,Hounslow,Retired,5,Cluster 5,3128,477,80.5,3.4,Female,60,Retired,100,White: British/English/Scottish/Welsh/N. Irish,86,Other qualification,27,GCSE etc,25.0,Married/Civil partner,33,Rented private unfurnished,42,"1 female, age 60+, no children",38,"Couple 1 or more over pensionable age, no children",31.0,Housing association rented,30.0,Widowed/surviving civil partner,26.0,,,
E09000018,Hounslow,Student / training,1,Cluster 1,2534,95,24.9,2.2,Male,55,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,No qualification,100,,,Never married,96,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",21,Couple with 3 or more children,19.0,Owned outright,19.0,,,,,
E09000018,Hounslow,Student / training,2,Cluster 2,106,7,24.7,2.3,Female,71,Student / training,100,Other ethnic group,100,GCSE etc,57,,,Never married,100,Owned with mortgage,57,"3 or more adults, 1–2 children, incl. at least one couple",43,"3 or more adults, 1 or more children, excl. any couples",29.0,,,,,,,
E09000018,Hounslow,Student / training,3,Cluster 3,2966,200,29.1,2.4,Female,55,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,61,A-level etc,44,GCSE etc,27.0,Never married,87,Rented private unfurnished,43,"1 adult under pensionable age, no children",28,"3 or more adults, 1–2 children, incl. at least one couple",12.0,Rented private furnished,36.0,,,,,
E09000018,Hounslow,Student / training,4,Cluster 4,4274,494,26.5,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,65,A-level etc,48,GCSE etc,39.0,Never married,96,Owned with mortgage,58,"3 or more adults, 1–2 children, incl. at least one couple",29,"3 or more adults, no children, incl. at least one couple",17.0,,,,,,,
E09000018,Hounslow,Student / training,5,Cluster 5,3798,637,27.3,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,60,A-level etc,48,GCSE etc,35.0,Never married,93,Owned with mortgage,55,"3 or more adults, 1–2 children, incl. at least one couple",32,"3 or more adults, no children, incl. at least one couple",17.0,,,,,,,
E09000018,Hounslow,Unemployed,1,Cluster 1,3504,314,34.1,2.8,Male,64,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,59,GCSE etc,33,A-level etc,31.0,Never married,95,Owned with mortgage,33,"3 or more adults, no children, incl. at least one couple",25,"3 or more adults, 1–2 children, incl. at least one couple",23.0,Owned outright,25.0,,,,,
E09000018,Hounslow,Unemployed,2,Cluster 2,2205,210,46.7,3.1,Female,57,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,73,GCSE etc,33,A-level etc,27.0,Never married,76,Local authority rent,26,"1 adult under pensionable age, no children",57,,,Housing association rented,19.0,,,,,
E09000018,Hounslow,Unemployed,3,Cluster 3,2775,321,52.2,3.1,Female,52,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,50,Degree,27,GCSE etc,27.0,Married/Civil partner,76,Owned with mortgage,37,"Couple both under pensionable age, no children",18,Couple with 2 children,17.0,Owned outright,20.0,,,,,
E09000018,Hounslow,Unemployed,4,Cluster 4,117,5,48.0,2.8,Female,80,Unemployed,100,Other ethnic group,100,Degree,60,,,Never married,40,Owned with mortgage,40,"1 adult under pensionable age, no children",20,"2 adults, not a couple, 1 or more children",20.0,Local authority rent,40.0,Married/Civil partner,20.0,,,
E09000018,Hounslow,Unemployed,5,Cluster 5,2845,110,54.5,3.2,Female,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,66,No qualification,95,,,Never married,38,Local authority rent,34,"3 or more adults, no children, incl. at least one couple",18,"3 or more adults, 1–2 children, incl. at least one couple",15.0,Owned with mortgage,26.0,Married/Civil partner,31.0,,,
E09000019,Islington,Employed,1,Cluster 1,15719,1507,55.5,2.7,Female,63,Employed,100,White: British/English/Scottish/Welsh/N. Irish,80,Degree,39,A-level etc,21.0,Never married,56,Owned with mortgage,48,"1 adult under pensionable age, no children",63,,,Owned outright,28.0,,,,,
E09000019,Islington,Employed,2,Cluster 2,32486,2050,38.6,2.5,Female,60,Employed,100,White: British/English/Scottish/Welsh/N. Irish,70,A-level etc,34,Degree,30.0,Never married,85,Owned with mortgage,45,"3 or more adults, no children, incl. at least one couple",36,"3 or more adults, 1–2 children, incl. at least one couple",17.0,Owned outright,32.0,,,,,
E09000019,Islington,Employed,3,Cluster 3,33177,1731,44.9,2.6,Female,54,Employed,100,White: British/English/Scottish/Welsh/N. Irish,75,Degree,40,A-level etc,22.0,Married/Civil partner,34,Rented private unfurnished,63,"1 adult under pensionable age, no children",24,"Couple both under pensionable age, no children",23.0,,,Never married,30.0,,,
E09000019,Islington,Employed,4,Cluster 4,40911,9000,54.0,2.5,Male,53,Employed,100,White: British/English/Scottish/Welsh/N. Irish,82,Degree,41,A-level etc,20.0,Married/Civil partner,82,Owned with mortgage,65,Couple with 2 children,22,"Couple both under pensionable age, no children",22.0,,,,,,,
E09000019,Islington,Employed,5,Cluster 5,1138,57,49.9,2.5,Female,56,Employed,100,Other ethnic group,100,Degree,47,Other higher degree,18.0,Married/Civil partner,56,Owned with mortgage,47,"Couple both under pensionable age, no children",16,Couple with 2 children,16.0,Local authority rent,18.0,,,,,
E09000019,Islington,Inactive,1,Cluster 1,3458,84,55.8,4.3,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,81,No qualification,100,,,Never married,44,Local authority rent,43,"3 or more adults, no children, incl. at least one couple",29,"2 adults, not a couple, one or more over pensionable age, no children",15.0,Owned outright,17.0,Married/Civil partner,31.0,,,
E09000019,Islington,Inactive,2,Cluster 2,3421,270,52.9,4.4,Female,64,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,80,GCSE etc,32,A-level etc,26.0,Never married,36,Local authority rent,24,"3 or more adults, no children, incl. at least one couple",28,"2 adults, not a couple, both under pensionable age, no children",14.0,Owned with mortgage,23.0,Married/Civil partner,35.0,,,
E09000019,Islington,Inactive,3,Cluster 3,1898,169,46.6,2.8,Female,59,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,72,Degree,29,GCSE etc,26.0,Never married,46,Owned outright,36,"3 or more adults, no children, incl. at least one couple",15,"3 or more adults, 1–2 children, incl. at least one couple",13.0,Owned with mortgage,33.0,Married/Civil partner,38.0,,,
E09000019,Islington,Inactive,4,Cluster 4,260,10,54.8,4.4,Female,60,Inactive,100,Other ethnic group,100,GCSE etc,30,Other higher degree,20.0,Never married,50,Housing association rented,60,"1 adult under pensionable age, no children",40,"1 female, age 60+, no children",20.0,,,,,,,
E09000019,Islington,Inactive,5,Cluster 5,4864,478,60.2,4.5,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,86,GCSE etc,28,No qualification,19.0,Married/Civil partner,33,Local authority rent,31,"1 adult under pensionable age, no children",38,"Couple both under pensionable age, no children",18.0,Housing association rented,26.0,Never married,28.0,,,
E09000019,Islington,On leave,1,Cluster 1,2033,70,45.4,3.1,Female,96,On leave,100,White: British/English/Scottish/Welsh/N. Irish,76,GCSE etc,31,Degree,21.0,Never married,67,Local authority rent,34,"1 adult, 2 or more children",67,,,Rented private unfurnished,23.0,,,,,
E09000019,Islington,On leave,2,Cluster 2,4135,757,48.8,2.7,Female,94,On leave,100,White: British/English/Scottish/Welsh/N. Irish,66,Degree,30,GCSE etc,26.0,Married/Civil partner,85,Owned with mortgage,44,Couple with 2 children,26,Couple with 3 or more children,18.0,Owned outright,21.0,,,,,
E09000019,Islington,On leave,3,Cluster 3,1714,105,56.8,3.3,Female,95,On leave,100,White: British/English/Scottish/Welsh/N. Irish,35,No qualification,100,,,Married/Civil partner,80,Owned outright,31,"3 or more adults, 1–2 children, incl. at least one couple",22,"3 or more adults, no children, incl. at least one couple",16.0,Owned with mortgage,24.0,,,Asian: Pakistani,30.0,
E09000019,Islington,On leave,4,Cluster 4,1312,71,49.6,3.4,Female,86,On leave,100,White: British/English/Scottish/Welsh/N. Irish,72,GCSE etc,38,A-level etc,24.0,Never married,48,Local authority rent,35,"2 adults, not a couple, 1 or more children",21,"3 or more adults, no children, excl. any couples",18.0,Housing association rented,23.0,Divorced/dissolved civil partner,18.0,,,
E09000019,Islington,On leave,5,Cluster 5,64,8,45.8,3.0,Female,100,On leave,100,Other ethnic group,100,Degree,25,Other higher degree,25.0,Married/Civil partner,88,Owned with mortgage,88,Couple with 3 or more children,38,"Couple both under pensionable age, no children",25.0,,,,,,,
E09000019,Islington,Retired,1,Cluster 1,2713,280,81.6,3.9,Female,72,Retired,100,White: British/English/Scottish/Welsh/N. Irish,77,No qualification,69,,,Widowed/surviving civil partner,39,Owned outright,48,"3 or more adults, no children, incl. at least one couple",42,"2 adults, not a couple, one or more over pensionable age, no children",32.0,Local authority rent,18.0,Married/Civil partner,37.0,,,
E09000019,Islington,Retired,2,Cluster 2,8714,3953,78.4,2.8,Male,50,Retired,100,White: British/English/Scottish/Welsh/N. Irish,94,Degree,30,Other higher degree,20.0,Married/Civil partner,66,Owned outright,91,"Couple 1 or more over pensionable age, no children",56,,,,,,,,,
E09000019,Islington,Retired,3,Cluster 3,2785,566,79.6,3.5,Female,57,Retired,100,White: British/English/Scottish/Welsh/N. Irish,80,GCSE etc,27,Other qualification,25.0,Married/Civil partner,33,Housing association rented,31,"1 female, age 60+, no children",35,"Couple 1 or more over pensionable age, no children",30.0,Rented private unfurnished,28.0,Divorced/dissolved civil partner,25.0,,,
E09000019,Islington,Retired,4,Cluster 4,3427,717,83.6,2.9,Female,66,Retired,100,White: British/English/Scottish/Welsh/N. Irish,94,No qualification,100,,,Married/Civil partner,59,Owned outright,86,"Couple 1 or more over pensionable age, no children",61,,,,,,,,,
E09000019,Islington,Retired,5,Cluster 5,3706,378,83.9,4.3,Female,57,Retired,100,White: British/English/Scottish/Welsh/N. Irish,93,No qualification,92,,,Widowed/surviving civil partner,37,Owned outright,32,"1 female, age 60+, no children",42,"Couple 1 or more over pensionable age, no children",29.0,Housing association rented,27.0,Married/Civil partner,28.0,,,
E09000019,Islington,Student / training,1,Cluster 1,5167,526,26.5,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,66,A-level etc,48,GCSE etc,38.0,Never married,97,Owned with mortgage,56,"3 or more adults, 1–2 children, incl. at least one couple",30,"3 or more adults, no children, incl. at least one couple",19.0,,,,,,,
E09000019,Islington,Student / training,2,Cluster 2,4182,184,29.5,2.5,Female,57,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,65,A-level etc,44,GCSE etc,26.0,Never married,85,Rented private unfurnished,46,"1 adult under pensionable age, no children",30,"Couple both under pensionable age, no children",9.0,Rented private furnished,39.0,,,,,
E09000019,Islington,Student / training,3,Cluster 3,103,7,24.7,2.3,Female,71,Student / training,100,Other ethnic group,100,GCSE etc,57,,,Never married,100,Owned with mortgage,57,"3 or more adults, 1–2 children, incl. at least one couple",43,"3 or more adults, 1 or more children, excl. any couples",29.0,,,,,,,
E09000019,Islington,Student / training,4,Cluster 4,6268,709,27.3,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,A-level etc,48,GCSE etc,35.0,Never married,94,Owned with mortgage,55,"3 or more adults, 1–2 children, incl. at least one couple",34,"3 or more adults, no children, incl. at least one couple",20.0,,,,,,,
E09000019,Islington,Student / training,5,Cluster 5,3086,95,24.9,2.2,Male,55,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,No qualification,100,,,Never married,96,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",21,Couple with 3 or more children,19.0,Owned outright,19.0,,,,,
E09000019,Islington,Unemployed,1,Cluster 1,2141,340,52.1,3.1,Female,50,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,56,GCSE etc,28,Degree,27.0,Married/Civil partner,75,Owned with mortgage,39,"Couple both under pensionable age, no children",20,Couple with 2 children,15.0,Owned outright,18.0,,,,,
E09000019,Islington,Unemployed,2,Cluster 2,2697,111,54.4,3.2,Female,57,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,68,No qualification,96,,,Never married,40,Local authority rent,32,"3 or more adults, no children, incl. at least one couple",17,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Owned with mortgage,26.0,Married/Civil partner,31.0,,,
E09000019,Islington,Unemployed,3,Cluster 3,5898,345,33.9,2.8,Male,61,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,61,GCSE etc,33,A-level etc,30.0,Never married,95,Owned with mortgage,33,"3 or more adults, no children, incl. at least one couple",26,"3 or more adults, 1–2 children, incl. at least one couple",22.0,Owned outright,24.0,,,,,
E09000019,Islington,Unemployed,4,Cluster 4,3141,208,47.4,3.2,Female,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,72,GCSE etc,33,A-level etc,25.0,Never married,74,Local authority rent,26,"1 adult under pensionable age, no children",62,,,Housing association rented,20.0,,,,,
E09000019,Islington,Unemployed,5,Cluster 5,126,6,44.7,2.5,Female,67,Unemployed,100,Other ethnic group,100,Degree,50,,,Never married,50,Local authority rent,50,"3 or more adults, 1 or more children, excl. any couples",33,"1 adult under pensionable age, no children",17.0,,,,,,,
E09000025,Newham,Employed,1,Cluster 1,42842,8025,54.1,2.5,Male,55,Employed,100,White: British/English/Scottish/Welsh/N. Irish,80,Degree,39,A-level etc,22.0,Married/Civil partner,80,Owned with mortgage,67,Couple with 2 children,23,"Couple both under pensionable age, no children",18.0,,,,,,,
E09000025,Newham,Employed,2,Cluster 2,34994,1816,38.1,2.5,Female,58,Employed,100,White: British/English/Scottish/Welsh/N. Irish,64,A-level etc,34,Degree,31.0,Never married,88,Owned with mortgage,39,"3 or more adults, no children, incl. at least one couple",31,"3 or more adults, 1–2 children, incl. at least one couple",18.0,Owned outright,27.0,,,,,
E09000025,Newham,Employed,3,Cluster 3,1529,57,49.9,2.5,Female,56,Employed,100,Other ethnic group,100,Degree,47,Other higher degree,18.0,Married/Civil partner,56,Owned with mortgage,47,"Couple both under pensionable age, no children",16,Couple with 2 children,16.0,Local authority rent,18.0,,,,,
E09000025,Newham,Employed,4,Cluster 4,31447,1081,47.3,2.6,Male,57,Employed,100,White: British/English/Scottish/Welsh/N. Irish,68,Degree,36,A-level etc,21.0,Married/Civil partner,65,Rented private unfurnished,58,"Couple both under pensionable age, no children",29,Couple with 1 child,18.0,,,,,,,
E09000025,Newham,Employed,5,Cluster 5,20646,1770,50.7,2.7,Female,64,Employed,100,White: British/English/Scottish/Welsh/N. Irish,78,Degree,43,A-level etc,21.0,Never married,63,Owned with mortgage,32,"1 adult under pensionable age, no children",63,,,Rented private unfurnished,19.0,,,,,
E09000025,Newham,Inactive,1,Cluster 1,3280,249,53.1,4.4,Female,59,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,76,GCSE etc,32,A-level etc,26.0,Never married,36,Local authority rent,24,"3 or more adults, no children, incl. at least one couple",22,"2 adults, not a couple, one or more over pensionable age, no children",14.0,Owned outright,23.0,Married/Civil partner,35.0,,,
E09000025,Newham,Inactive,2,Cluster 2,3505,165,46.8,2.8,Female,57,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,71,Degree,28,GCSE etc,27.0,Never married,46,Owned outright,37,"3 or more adults, 1–2 children, incl. at least one couple",15,"3 or more adults, no children, incl. at least one couple",11.0,Owned with mortgage,32.0,Married/Civil partner,37.0,,,
E09000025,Newham,Inactive,3,Cluster 3,3648,83,55.9,4.3,Female,60,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,80,No qualification,100,,,Never married,45,Local authority rent,42,"3 or more adults, no children, incl. at least one couple",28,"2 adults, not a couple, one or more over pensionable age, no children",16.0,Owned outright,17.0,Married/Civil partner,30.0,,,
E09000025,Newham,Inactive,4,Cluster 4,346,9,55.8,4.3,Female,56,Inactive,100,Other ethnic group,100,Other higher degree,22,A-level etc,22.0,Never married,56,Housing association rented,67,"1 adult under pensionable age, no children",44,"1 female, age 60+, no children",22.0,,,,,,,
E09000025,Newham,Inactive,5,Cluster 5,3571,409,60.2,4.5,Female,58,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,85,GCSE etc,26,No qualification,23.0,Never married,31,Local authority rent,33,"1 adult under pensionable age, no children",42,"Couple both under pensionable age, no children",16.0,Housing association rented,27.0,Married/Civil partner,30.0,,,
E09000025,Newham,On leave,1,Cluster 1,2641,109,44.7,3.2,Female,91,On leave,100,White: British/English/Scottish/Welsh/N. Irish,74,GCSE etc,35,A-level etc,22.0,Never married,71,Local authority rent,35,"1 adult, 2 or more children",43,"2 adults, not a couple, 1 or more children",11.0,Housing association rented,24.0,,,,,
E09000025,Newham,On leave,2,Cluster 2,4139,116,58.3,3.4,Female,94,On leave,100,White: British/English/Scottish/Welsh/N. Irish,38,No qualification,89,,,Married/Civil partner,80,Owned outright,33,"3 or more adults, 1–2 children, incl. at least one couple",22,"3 or more adults, no children, incl. at least one couple",19.0,Local authority rent,25.0,,,Asian: Pakistani,29.0,
E09000025,Newham,On leave,3,Cluster 3,5367,654,49.2,2.7,Female,94,On leave,100,White: British/English/Scottish/Welsh/N. Irish,63,Degree,31,GCSE etc,25.0,Married/Civil partner,83,Owned with mortgage,50,Couple with 2 children,25,Couple with 3 or more children,17.0,,,,,,,
E09000025,Newham,On leave,4,Cluster 4,5068,103,45.3,2.9,Female,97,On leave,100,White: British/English/Scottish/Welsh/N. Irish,57,A-level etc,31,GCSE etc,29.0,Married/Civil partner,75,Rented private unfurnished,69,Couple with 3 or more children,26,Couple with 1 child,21.0,,,,,,,
E09000025,Newham,On leave,5,Cluster 5,154,8,45.8,3.0,Female,100,On leave,100,Other ethnic group,100,Degree,25,Other higher degree,25.0,Married/Civil partner,88,Owned with mortgage,88,Couple with 3 or more children,38,"Couple both under pensionable age, no children",25.0,,,,,,,
E09000025,Newham,Retired,1,Cluster 1,3697,400,80.6,3.4,Female,55,Retired,100,White: British/English/Scottish/Welsh/N. Irish,84,GCSE etc,25,Other qualification,24.0,Married/Civil partner,34,Rented private unfurnished,49,"1 female, age 60+, no children",34,"Couple 1 or more over pensionable age, no children",31.0,Housing association rented,28.0,Widowed/surviving civil partner,25.0,,,
E09000025,Newham,Retired,2,Cluster 2,6370,1128,83.8,3.4,Female,65,Retired,100,White: British/English/Scottish/Welsh/N. Irish,94,No qualification,89,,,Married/Civil partner,45,Owned outright,70,"Couple 1 or more over pensionable age, no children",47,"1 female, age 60+, no children",39.0,,,Widowed/surviving civil partner,32.0,,,
E09000025,Newham,Retired,3,Cluster 3,8070,3246,78.5,2.8,Male,51,Retired,100,White: British/English/Scottish/Welsh/N. Irish,90,Degree,27,GCSE etc,22.0,Married/Civil partner,66,Owned outright,86,"Couple 1 or more over pensionable age, no children",55,,,,,,,,,
E09000025,Newham,Retired,4,Cluster 4,4898,238,82.1,3.7,Female,74,Retired,100,White: British/English/Scottish/Welsh/N. Irish,74,No qualification,84,,,Widowed/surviving civil partner,43,Owned outright,56,"3 or more adults, no children, incl. at least one couple",40,"2 adults, not a couple, one or more over pensionable age, no children",34.0,,,Married/Civil partner,37.0,,,
E09000025,Newham,Retired,5,Cluster 5,126,12,79.1,3.1,Female,67,Retired,100,Other ethnic group,100,Degree,42,Other higher degree,17.0,Married/Civil partner,67,Owned outright,75,"Couple 1 or more over pensionable age, no children",58,,,,,,,,,
E09000025,Newham,Student / training,1,Cluster 1,7467,192,29.3,2.4,Female,54,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,A-level etc,44,GCSE etc,26.0,Never married,86,Rented private unfurnished,45,"1 adult under pensionable age, no children",29,"3 or more adults, 1–2 children, incl. at least one couple",9.0,Rented private furnished,36.0,,,,,
E09000025,Newham,Student / training,2,Cluster 2,6233,635,27.4,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,58,A-level etc,48,GCSE etc,35.0,Never married,94,Owned with mortgage,54,"3 or more adults, 1–2 children, incl. at least one couple",36,"3 or more adults, no children, incl. at least one couple",15.0,,,,,,,
E09000025,Newham,Student / training,3,Cluster 3,5652,482,26.4,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,64,A-level etc,47,GCSE etc,39.0,Never married,96,Owned with mortgage,57,"3 or more adults, 1–2 children, incl. at least one couple",30,"3 or more adults, no children, incl. at least one couple",16.0,,,,,,,
E09000025,Newham,Student / training,4,Cluster 4,210,7,24.7,2.3,Female,71,Student / training,100,Other ethnic group,100,GCSE etc,57,,,Never married,100,Owned with mortgage,57,"3 or more adults, 1–2 children, incl. at least one couple",43,"3 or more adults, 1 or more children, excl. any couples",29.0,,,,,,,
E09000025,Newham,Student / training,5,Cluster 5,4584,95,24.9,2.2,Male,55,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,62,No qualification,100,,,Never married,96,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",21,Couple with 3 or more children,19.0,Owned outright,19.0,,,,,
E09000025,Newham,Unemployed,1,Cluster 1,4897,319,52.4,3.1,Male,51,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,52,GCSE etc,28,Degree,27.0,Married/Civil partner,77,Owned with mortgage,37,"Couple both under pensionable age, no children",18,Couple with 2 children,16.0,Owned outright,19.0,,,,,
E09000025,Newham,Unemployed,2,Cluster 2,5367,118,55.1,3.3,Female,59,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,66,No qualification,89,,,Never married,36,Local authority rent,34,"3 or more adults, no children, incl. at least one couple",18,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Owned with mortgage,26.0,Married/Civil partner,31.0,,,
E09000025,Newham,Unemployed,3,Cluster 3,4104,207,46.3,3.2,Female,59,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,68,GCSE etc,33,A-level etc,25.0,Never married,77,Local authority rent,25,"1 adult under pensionable age, no children",52,,,Housing association rented,20.0,,,,,
E09000025,Newham,Unemployed,4,Cluster 4,5962,297,33.7,2.8,Male,65,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,59,GCSE etc,35,A-level etc,31.0,Never married,94,Owned with mortgage,35,"3 or more adults, 1–2 children, incl. at least one couple",24,"3 or more adults, no children, incl. at least one couple",22.0,Owned outright,24.0,,,,,
E09000025,Newham,Unemployed,5,Cluster 5,206,6,44.7,2.5,Female,67,Unemployed,100,Other ethnic group,100,Degree,50,,,Never married,50,Local authority rent,50,"3 or more adults, 1 or more children, excl. any couples",33,"1 adult under pensionable age, no children",17.0,,,,,,,
E09000030,Tower Hamlets,Employed,1,Cluster 1,34926,1870,46.1,2.7,Female,53,Employed,100,White: British/English/Scottish/Welsh/N. Irish,74,Degree,40,A-level etc,22.0,Married/Civil partner,33,Rented private unfurnished,55,"1 adult under pensionable age, no children",27,"Couple both under pensionable age, no children",21.0,,,Never married,31.0,,,
E09000030,Tower Hamlets,Employed,2,Cluster 2,31385,1962,37.4,2.5,Female,60,Employed,100,White: British/English/Scottish/Welsh/N. Irish,68,A-level etc,34,Degree,32.0,Never married,89,Owned with mortgage,41,"3 or more adults, no children, incl. at least one couple",36,"3 or more adults, 1–2 children, incl. at least one couple",17.0,Owned outright,30.0,,,,,
E09000030,Tower Hamlets,Employed,3,Cluster 3,44745,9589,53.6,2.5,Male,52,Employed,100,White: British/English/Scottish/Welsh/N. Irish,81,Degree,42,A-level etc,21.0,Married/Civil partner,71,Owned with mortgage,66,Couple with 2 children,20,"Couple both under pensionable age, no children",19.0,,,,,,,
E09000030,Tower Hamlets,Employed,4,Cluster 4,737,56,49.6,2.5,Female,55,Employed,100,Other ethnic group,100,Degree,46,Other higher degree,18.0,Married/Civil partner,55,Owned with mortgage,46,"Couple both under pensionable age, no children",16,Couple with 2 children,16.0,Local authority rent,18.0,,,,,
E09000030,Tower Hamlets,Employed,5,Cluster 5,8302,358,60.2,2.8,Male,54,Employed,100,White: British/English/Scottish/Welsh/N. Irish,68,No qualification,90,,,Married/Civil partner,63,Owned with mortgage,30,"3 or more adults, no children, incl. at least one couple",21,"Couple 1 or more over pensionable age, no children",16.0,Owned outright,29.0,,,,,
