ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,marstat_dv,marstat_dv_pct,tenure_dv,tenure_dv_pct,tenure_dv_2,tenure_dv_2_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,marstat_dv_2,marstat_dv_2_pct,hiqual_dv_2,hiqual_dv_2_pct,tribe_description,racel_dv_2,racel_dv_2_pct
E09000018,Hounslow,Retired,1,Independent Solo Retirees,363,10,82.0,3.2,Female,70,Retired,100,Asian: Indian,30,No qualification,70,Divorced/dissolved civil partner,40,Owned outright,20,Local authority rent,20.0,"1 female, age 60+, no children",60,,,Widowed/surviving civil partner,30.0,,,"This cluster consists of individuals living alone, with diverse housing tenures from owning to renting. They are typically older and navigate retirement independently.",Asian: Pakistani,30.0
E09000018,Hounslow,Retired,2,Financially Secure Couples,282,9,80.2,2.7,Male,67,Retired,100,Asian: Chinese,33,No qualification,78,Married/Civil partner,89,Owned outright,67,,,"Couple 1 or more over pensionable age, no children",78,,,,,,,This group comprises married or cohabiting couples who own their homes outright or with a mortgage. They represent a financially stable and supported segment of the retired population.,Asian: Indian,22.0
E09000018,Hounslow,Retired,3,Extended Family Homeowners,3203,54,81.8,3.7,Female,57,Retired,100,White: British/English/Scottish/Welsh/N. Irish,30,No qualification,50,Widowed/surviving civil partner,43,Owned outright,59,,,"3 or more adults, no children, excl. any couples",41,"3 or more adults, 1–2 children, incl. at least one couple",19.0,Married/Civil partner,37.0,,,"This large cluster includes retirees living in multi-adult or multi-generational households who own their homes. They benefit from shared living arrangements and property ownership, often with family.",Asian: Indian,24.0
E09000018,Hounslow,Retired,4,Renting Households,1369,27,79.4,3.7,Female,56,Retired,100,White: British/English/Scottish/Welsh/N. Irish,37,No qualification,63,Widowed/surviving civil partner,37,Local authority rent,22,Rented private unfurnished,19.0,"3 or more adults, no children, excl. any couples",33,"Couple 1 or more over pensionable age, no children",22.0,Married/Civil partner,33.0,,,"This group consists of retirees living in rented accommodation, either as couples or in multi-adult households. They may face greater financial precarity and housing instability compared to homeowners.",Asian: Pakistani,19.0
E09000018,Hounslow,Student / training,1,Young Urban Learners,4053,83,24.8,2.0,Male,67,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,28,A-level etc,40,Never married,100,Owned with mortgage,30,Rented private unfurnished,20.0,"1 adult, 2 or more children",25,Couple with 3 or more children,19.0,,,No qualification,36.0,"This large group consists of young adults, mostly in their twenties and single, who are pursuing education or training. They often live in shared or family households, frequently renting privately, and generally report good health.",Asian: Pakistani,23.0
E09000018,Hounslow,Student / training,2,Mid-Career Developers,609,13,36.9,2.5,Male,54,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,38,Degree,38,Never married,85,Rented private furnished,31,Rented private unfurnished,23.0,"3 or more adults, no children, excl. any couples",46,"1 adult, 2 or more children",23.0,,,A-level etc,31.0,"This cluster comprises individuals in their thirties and forties who are balancing education or training with more established lives. They show varied marital and household statuses, including single parents or couples, and are more likely to own their homes or rent through social housing.",White: Other,8.0
E09000018,Hounslow,Student / training,3,Senior Skill Seekers,154,4,58.0,2.5,Female,75,Student / training,100,Asian: Pakistani,25,Other higher degree,50,Never married,75,Local authority rent,50,,,"1 adult under pensionable age, no children",25,"1 adult, 2 or more children",25.0,,,,,"This smallest group includes individuals aged fifty and above who are engaged in learning or training, potentially for career change or personal development. They typically live in established housing, often owning or in council accommodation, and may report fair health.",Asian: Other,25.0
E09000018,Hounslow,Unemployed,1,Younger Job Seekers & Families,2644,45,32.9,2.8,Male,58,Unemployed,100,Asian: Pakistani,27,GCSE etc,38,Never married,82,Owned with mortgage,22,Local authority rent,22.0,"3 or more adults, no children, excl. any couples",36,"1 adult, 1 child",13.0,,,A-level etc,31.0,"This group consists of younger unemployed adults (under 45), often single or single parents, who typically live in rented accommodation or multi-adult households. They are actively seeking work and generally report good health.",White: British/English/Scottish/Welsh/N. Irish,18.0
E09000018,Hounslow,Unemployed,2,Mid-Life Unemployed Households,1172,24,53.2,2.9,Female,62,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,29,No qualification,38,Never married,54,Owned with mortgage,21,Housing association rented,21.0,"3 or more adults, no children, excl. any couples",38,"1 adult, 1 child",12.0,,,A-level etc,21.0,"This cluster comprises middle-aged unemployed individuals (45-59), often with established families or living in multi-adult households, with a mix of marital statuses including married, divorced, or single. Their housing tenure is varied, including homeownership and different rental types.",Asian: Bangladeshi,25.0
E09000018,Hounslow,Unemployed,3,Older Unemployed with Established Roots,1851,31,65.5,3.2,Female,52,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,29,No qualification,55,Married/Civil partner,39,Owned with mortgage,19,Local authority rent,19.0,"3 or more adults, no children, excl. any couples",23,"3 or more adults, 1–2 children, incl. at least one couple",19.0,Divorced/dissolved civil partner,23.0,,,"This group includes older unemployed adults (60+), many of whom are widowed, divorced, or single, often living alone, with a partner, or in extended family settings. They are more likely to own their homes outright or reside in social housing, and a higher proportion report fair or poor health.",Asian: Pakistani,29.0
E09000019,Islington,Employed,1,Young Urban Professionals (Private Rent),4449,29,34.7,2.1,Female,55,Employed,100,White: British/English/Scottish/Welsh/N. Irish,62,Degree,69,Never married,97,Rented private furnished,48,Rented private unfurnished,14.0,"3 or more adults, no children, excl. any couples",83,,,,,,,"Young, single individuals, typically with higher education, who rent privately and often live in shared households. They represent a dynamic, educated segment of the urban workforce.",,
E09000019,Islington,Employed,2,Young Urban Social Renters,6116,34,35.1,2.0,Male,62,Employed,100,White: British/English/Scottish/Welsh/N. Irish,47,Degree,35,Never married,94,Local authority rent,50,,,"3 or more adults, no children, excl. any couples",85,,,,,A-level etc,35.0,"Young, single individuals with diverse educational backgrounds, primarily living in council or housing association properties, often in shared or solo adult households. This group reflects a younger, more diverse social housing population.",Black: African,21.0
E09000019,Islington,Employed,3,Young Urban Homeowners,2295,19,35.9,2.5,Male,79,Employed,100,White: British/English/Scottish/Welsh/N. Irish,47,Degree,63,Never married,100,Owned outright,37,Owned with mortgage,26.0,"3 or more adults, no children, excl. any couples",84,,,,,,,"Young, single individuals with varied education who have achieved homeownership (mortgage or outright), often living in shared or solo adult households. They represent a more financially established segment among young singles.",Mixed: White and Black Caribbean,16.0
E09000019,Islington,Employed,4,Single Parent Households,415,4,31.0,2.2,Female,75,Employed,100,White: British/English/Scottish/Welsh/N. Irish,50,A-level etc,50,Never married,100,Owned outright,50,,,"3 or more adults, no children, excl. any couples",100,,,,,,,"Individuals of mixed ages and educational backgrounds who are single parents, residing in either social or private rented accommodation with their children. This group highlights the challenges and living situations of single-parent families.",,
E09000019,Islington,Employed,5,Established Social Renters,832,5,43.4,2.8,Female,60,Employed,100,White: British/English/Scottish/Welsh/N. Irish,60,No qualification,60,Never married,80,Housing association rented,40,Local authority rent,20.0,"3 or more adults, no children, excl. any couples",60,,,,,,,"Middle-aged and older individuals, often with lower qualifications, who live in social housing. Their marital and household situations vary, but they represent a more settled, older demographic within social housing.",,
E09000019,Islington,Employed,6,Established Private Renters,1047,6,46.3,2.5,Male,67,Employed,100,Asian: Indian,33,A-level etc,50,Married/Civil partner,33,Rented private unfurnished,50,,,"3 or more adults, no children, excl. any couples",100,,,Divorced/dissolved civil partner,33.0,,,"Middle-aged and older individuals, with diverse marital statuses and education, who rent privately and often live in shared households. This group signifies a segment of the older population who remain in the private rental market.",White: British/English/Scottish/Welsh/N. Irish,17.0
E09000019,Islington,Employed,7,Young Married Social Renters,643,2,35.0,2.0,Male,50,Employed,100,White: British/English/Scottish/Welsh/N. Irish,50,Degree,50,Married/Civil partner,100,Local authority rent,50,,,"3 or more adults, no children, excl. any couples",100,,,,,,,"Young, married individuals, typically with mixed education, who reside in social housing and often live in shared households. This is a small but distinct group of younger married couples in social housing.",,
E09000019,Islington,Employed,8,Young Adults with Older Housemates,154,1,34.0,3.0,Male,100,Employed,100,Arab,100,GCSE etc,100,Never married,100,Rented private unfurnished,100,,,"2 adults, not a couple, one or more over pensionable age, no children",100,,,,,,,"Young, single individuals with lower education who rent privately and live in households with older, pensionable adults. This unique group suggests intergenerational living arrangements.",,
E09000019,Islington,Inactive,1,Young Inactive Households,3267,32,33.7,3.8,Female,53,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,78,GCSE etc,31,Never married,81,Local authority rent,28,Rented private unfurnished,28.0,"3 or more adults, no children, excl. any couples",44,"1 adult under pensionable age, no children",12.0,,,No qualification,28.0,"This cluster comprises younger inactive individuals, predominantly under 40, often single or single parents, who typically live in social housing or private rentals, sometimes in multi-adult households. They generally report fair to poor health.",,
E09000019,Islington,Inactive,2,Middle-Aged Inactive & Established,1814,37,49.1,4.3,Male,57,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,70,No qualification,51,Never married,76,Local authority rent,46,Housing association rented,24.0,"1 adult under pensionable age, no children",24,"3 or more adults, no children, excl. any couples",22.0,,,,,"This group consists of middle-aged inactive individuals, aged 41-59, often with more established households such as couples or solo adults, and a mix of social housing, private rentals, and some homeownership. Their health is typically fair to poor.",,
E09000019,Islington,Inactive,3,Older Inactive & Socially Supported,1695,31,65.6,4.5,Female,58,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,65,No qualification,61,Never married,55,Housing association rented,52,,,"3 or more adults, no children, excl. any couples",48,"1 adult under pensionable age, no children",29.0,,,,,"This cluster represents older inactive individuals, aged 60 and above, many of whom are widowed, divorced, or single, often living alone in social housing. They typically report fair to poor health, reflecting their age and inactive status.",,
E09000019,Islington,On leave,1,Couple Parents on Leave,844,30,41.4,2.7,Female,80,On leave,100,White: British/English/Scottish/Welsh/N. Irish,50,No qualification,23,Married/Civil partner,43,Local authority rent,30,Housing association rented,27.0,"2 adults, not a couple, 1 or more children",33,Couple with 1 child,20.0,Never married,30.0,Degree,20.0,"This cluster comprises individuals, predominantly in their 20s to 50s, who are part of a couple household with children, often on maternity or family care leave for active parenting duties.",,
E09000019,Islington,On leave,2,Single Parents on Leave,2594,51,40.9,3.0,Female,98,On leave,100,White: British/English/Scottish/Welsh/N. Irish,67,GCSE etc,24,Never married,71,Local authority rent,43,Rented private unfurnished,27.0,"1 adult, 2 or more children",65,,,,,Degree,22.0,"This cluster consists of individuals, primarily in their 20s to 50s, who are single parents raising children alone, often on maternity or family care leave.",,
E09000019,Islington,On leave,3,Other Adults on Family/Home Leave,851,19,45.2,3.1,Female,84,On leave,100,White: British/English/Scottish/Welsh/N. Irish,74,GCSE etc,32,Never married,58,Local authority rent,37,Housing association rented,16.0,"3 or more adults, no children, excl. any couples",47,"1 adult, 2 or more children",16.0,,,A-level etc,21.0,"This diverse cluster includes single adults, individuals in multi-adult households without a couple, and older individuals, who are on leave for family care or home duties not necessarily involving young children.",,
E09000019,Islington,Retired,1,Social Housing Seniors,2045,62,79.5,3.7,Male,56,Retired,100,White: British/English/Scottish/Welsh/N. Irish,77,No qualification,89,Never married,34,Local authority rent,58,,,"1 male, aged 65+, no children",39,"1 female, age 60+, no children",27.0,Widowed/surviving civil partner,29.0,,,"This group primarily consists of older individuals living alone or in multi-adult households (not couples) within council, housing association, or private rented properties, often experiencing fair to poor health.",,
E09000019,Islington,Retired,2,Established Homeowners,535,17,79.1,3.3,Female,53,Retired,100,White: British/English/Scottish/Welsh/N. Irish,65,No qualification,41,Widowed/surviving civil partner,41,Owned outright,53,,,"3 or more adults, no children, excl. any couples",94,,,Never married,35.0,Degree,29.0,"These retired residents own their homes outright or with a mortgage, representing a more financially secure group living alone or in multi-adult households.",,
E09000019,Islington,Retired,3,Older Partnered Households,506,21,80.2,3.6,Female,67,Retired,100,White: British/English/Scottish/Welsh/N. Irish,90,No qualification,100,Widowed/surviving civil partner,57,Local authority rent,48,Housing association rented,33.0,"2 adults, not a couple, one or more over pensionable age, no children",90,,,,,,,"This cluster comprises older adults living together as a couple or two pensionable adults, with diverse housing tenures and health statuses.",,
E09000019,Islington,Student / training,1,Young Urban Learners,4349,70,25.2,2.3,Male,57,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,50,A-level etc,36,Never married,100,Local authority rent,30,Rented private unfurnished,24.0,"1 adult, 2 or more children",33,"3 or more adults, no children, excl. any couples",24.0,,,No qualification,29.0,"This cluster comprises predominantly young adults in their twenties, typically single and living in shared housing or alone, often renting privately or in social housing while pursuing their education.",,
E09000019,Islington,Student / training,2,Mature & Established Students,1769,23,36.5,2.1,Male,57,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,43,Degree,52,Never married,91,Rented private furnished,26,Housing association rented,22.0,"3 or more adults, no children, excl. any couples",30,"1 adult under pensionable age, no children",26.0,,,,,"This group consists of older students, generally aged 30 and above, who are often more settled with diverse household types including partners or children, and may own their homes or have mortgages.",Black: Other,13.0
E09000019,Islington,Student / training,3,Vocational & Apprenticeship Trainees,512,7,35.4,2.4,Female,57,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,57,A-level etc,29,Never married,86,Owned with mortgage,29,Local authority rent,29.0,"3 or more adults, no children, excl. any couples",57,,,,,No qualification,29.0,"This distinct cluster includes individuals engaged in government training or apprenticeships, spanning a wide age range and varied living situations, focusing on practical skills development.",,
E09000019,Islington,Unemployed,1,Young Adult Shared Renters,3818,53,35.3,3.0,Male,70,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,57,A-level etc,28,Never married,89,Local authority rent,30,Housing association rented,30.0,"3 or more adults, no children, excl. any couples",51,,,,,Degree,23.0,"This cluster comprises younger unemployed adults, predominantly single, who often live in shared accommodation or as solo adults. They are typically renters and have a mix of A-level or degree-level education.",,
E09000019,Islington,Unemployed,2,Struggling Single Parents,1091,23,39.7,3.0,Female,83,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,57,GCSE etc,35,Never married,78,Housing association rented,43,Local authority rent,39.0,"1 adult, 1 child",57,,,,,A-level etc,26.0,"This group consists of unemployed single parents, mostly renting social housing. They have diverse educational backgrounds and are in their late 30s to early 40s.",,
E09000019,Islington,Unemployed,3,Older Vulnerable Households,1623,24,58.6,3.5,Male,50,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,50,No qualification,58,Never married,38,Local authority rent,33,Housing association rented,21.0,"3 or more adults, no children, excl. any couples",54,,,Divorced/dissolved civil partner,33.0,,,"This cluster includes older unemployed individuals, often divorced or widowed, living in diverse household types. They are characterized by a higher proportion with no formal qualifications and generally poorer health.",,
E09000025,Newham,Employed,1,Young Adults in Independent or Shared Living,10482,36,39.2,2.4,Male,53,Employed,100,Asian: Pakistani,22,Degree,36,Never married,78,Owned with mortgage,17,Housing association rented,17.0,"3 or more adults, no children, excl. any couples",75,,,,,A-level etc,36.0,"This cluster comprises young adults (under 45) who are single or in a couple without children, often with higher education, living alone or in shared households, with mixed tenure including renting and early homeownership.",Black: African,19.0
E09000025,Newham,Employed,2,Young Families,1919,10,41.6,2.2,Female,60,Employed,100,Black: African,30,A-level etc,40,Never married,60,Housing association rented,20,Rented from employer,20.0,"3 or more adults, no children, excl. any couples",30,"1 adult, 1 child",20.0,,,Degree,20.0,"Couples in their 30s and early 40s who are married or cohabiting and raising children, often in rented accommodation or with a mortgage.",Asian: Indian,20.0
E09000025,Newham,Employed,3,Established Families,3652,16,44.3,2.4,Male,69,Employed,100,Asian: Pakistani,31,Degree,38,Married/Civil partner,62,Rented from employer,56,,,Couple with 3 or more children,31,Couple with 1 child,19.0,,,No qualification,31.0,"Middle-aged to older couples (40s-60s) who are married or cohabiting and raising children, often homeowners or in stable rental situations.",Asian: Indian,19.0
E09000025,Newham,Employed,4,Single Parents,3036,16,47.1,2.4,Male,62,Employed,100,Asian: Pakistani,25,A-level etc,38,Never married,44,Rented private unfurnished,38,Local authority rent,19.0,"3 or more adults, no children, excl. any couples",38,"3 or more adults, 1–2 children, incl. at least one couple",31.0,Married/Civil partner,38.0,Degree,19.0,"Individuals of various ages who are single, divorced, or separated and raising children on their own, often in rented accommodation.",Black: Caribbean,25.0
E09000025,Newham,Employed,5,"Older, Single/Divorced/Widowed, Independent",4993,18,47.3,2.5,Female,61,Employed,100,Asian: Indian,17,Degree,28,Never married,50,Rented private unfurnished,22,Owned outright,17.0,"3 or more adults, no children, excl. any couples",78,,,,,GCSE etc,28.0,"Middle-aged to older adults (45+) who are single, divorced, separated, or widowed, living alone or in shared adult households without children, with mixed tenure.",Asian: Pakistani,17.0
E09000025,Newham,Employed,6,"Older, Established Couples, Empty Nesters",3876,4,57.2,2.0,Male,100,Employed,100,Asian: Indian,100,A-level etc,100,Married/Civil partner,100,Rented private furnished,100,,,"3 or more adults, no children, excl. any couples",100,,,,,,,"Older couples (50+) who are married or cohabiting, typically without dependent children at home, and often homeowners.",,
E09000025,Newham,Inactive,1,Younger Adults with Chronic Health Issues,3564,44,44.6,4.3,Male,50,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,36,No qualification,39,Never married,57,Local authority rent,30,Rented private unfurnished,27.0,"3 or more adults, no children, excl. any couples",30,"1 adult, 2 or more children",16.0,,,GCSE etc,23.0,"This cluster comprises younger and middle-aged adults (under 60) who are inactive due to long-term sickness or disability, often living in diverse household structures including families with children, and experiencing fair to poor health.",Asian: Pakistani,11.0
E09000025,Newham,Inactive,2,Older Adults with Chronic Health Issues,3150,29,66.2,4.3,Female,66,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,31,No qualification,66,Never married,45,Local authority rent,34,Housing association rented,31.0,"3 or more adults, no children, excl. any couples",34,"1 female, age 60+, no children",14.0,Married/Civil partner,21.0,,,"This group consists of older adults (60 and above) who are inactive due to long-term sickness or disability, typically living alone or with partners in older households, and facing significant health challenges.",Asian: Indian,10.0
E09000025,Newham,Inactive,3,Diverse Inactive Adults,2681,27,39.7,2.5,Male,59,Inactive,100,Asian: Pakistani,41,Degree,22,Never married,52,Owned with mortgage,22,Rented private unfurnished,22.0,"3 or more adults, 1–2 children, incl. at least one couple",19,"2 adults, not a couple, 1 or more children",15.0,,,A-level etc,22.0,"This cluster includes a mix of younger and middle-aged adults who are inactive for reasons other than long-term sickness or disability, generally reporting better health and exhibiting varied household and tenure arrangements.",White: British/English/Scottish/Welsh/N. Irish,15.0
E09000025,Newham,On leave,1,Young Parents on Parental Leave,2517,23,50.1,3.3,Female,96,On leave,100,Asian: Pakistani,39,No qualification,61,Married/Civil partner,52,Local authority rent,30,Rented private unfurnished,22.0,"1 adult, 1 child",17,Couple with 3 or more children,17.0,,,,,"This cluster comprises younger individuals, predominantly in their 20s to early 40s, who are on maternity, shared parental, or adoption leave, or caring for their own young children. They are often single parents or in couples with young families.",Asian: Bangladeshi,22.0
E09000025,Newham,On leave,2,Established Family Carers,2389,30,49.1,3.0,Female,100,On leave,100,Asian: Pakistani,40,No qualification,33,Married/Civil partner,90,Rented private unfurnished,23,Owned with mortgage,20.0,"3 or more adults, 1–2 children, incl. at least one couple",27,Couple with 1 child,17.0,,,A-level etc,27.0,"This group consists of middle-aged adults, typically in their late 30s to 50s, who are married or cohabiting and living in established family households with children. They are on leave to provide care for their children, who may be older, or other family members within their immediate household.",Asian: Bangladeshi,20.0
E09000025,Newham,On leave,3,Older Adult & Extended Family Carers,4306,47,47.4,2.8,Female,96,On leave,100,Asian: Bangladeshi,38,No qualification,43,Married/Civil partner,68,Rented private unfurnished,23,Owned outright,17.0,"3 or more adults, 1–2 children, incl. at least one couple",23,Couple with 3 or more children,19.0,,,GCSE etc,17.0,"This cluster includes older adults, generally from their late 40s into their 70s, who are on leave to care for adult family members, elderly relatives, or grandchildren. Their households often consist of multiple adults, sometimes including pensionable-age individuals, or extended family arrangements.",Asian: Pakistani,34.0
E09000025,Newham,Retired,1,Independent Solo Seniors,1498,23,80.7,3.3,Female,65,Retired,100,Black: Caribbean,48,No qualification,74,Divorced/dissolved civil partner,43,Local authority rent,30,Owned outright,22.0,"1 female, age 60+, no children",57,,,Widowed/surviving civil partner,30.0,,,"These are older individuals, often widowed or single, who live alone, with mixed housing tenure and diverse backgrounds, and varying health statuses.",Asian: Indian,22.0
E09000025,Newham,Retired,2,Settled Senior Couples,1426,26,77.5,3.1,Male,77,Retired,100,Asian: Indian,42,No qualification,54,Married/Civil partner,100,Owned outright,42,Owned with mortgage,19.0,"Couple 1 or more over pensionable age, no children",54,,,,,,,"This group consists of married or cohabiting seniors, typically homeowners in their 70s and 80s, often of Asian ethnicity, living with their partner.",Asian: Pakistani,31.0
E09000025,Newham,Retired,3,Extended Family Households,4760,51,81.9,3.9,Female,76,Retired,100,White: British/English/Scottish/Welsh/N. Irish,29,No qualification,67,Widowed/surviving civil partner,59,Owned outright,35,Owned with mortgage,25.0,"3 or more adults, no children, excl. any couples",49,"3 or more adults, 1–2 children, incl. at least one couple",16.0,,,,,"This diverse cluster comprises seniors, including the very elderly, who live in larger, multi-adult households, often with adult children or other relatives, with varied marital statuses and housing situations.",Asian: Pakistani,25.0
E09000025,Newham,Student / training,1,Young Urban Learners,8873,80,24.6,2.2,Male,50,Student / training,100,Asian: Pakistani,28,A-level etc,35,Never married,100,Rented private unfurnished,29,Rented from employer,18.0,"1 adult, 2 or more children",24,Couple with 3 or more children,16.0,,,No qualification,31.0,"This large group consists of young adults, mostly single and under 30, often living in shared or solo private rented accommodation while pursuing their studies or training.",Black: African,20.0
E09000025,Newham,Student / training,2,Established Adult Learners,1888,14,36.9,2.5,Male,50,Student / training,100,Black: African,21,Degree,50,Never married,79,Rented private furnished,36,Owned with mortgage,14.0,"3 or more adults, no children, excl. any couples",43,"1 adult under pensionable age, no children",14.0,,,,,"This cluster comprises individuals aged 30-49, many of whom are single but also include those with families, living in a mix of private, social, or mortgaged housing while balancing education with adult responsibilities.",White: British/English/Scottish/Welsh/N. Irish,14.0
E09000025,Newham,Student / training,3,Seasoned Community Scholars,816,6,59.0,2.3,Male,50,Student / training,100,Black: Caribbean,33,Degree,33,Never married,50,Owned with mortgage,33,Local authority rent,33.0,"1 adult under pensionable age, no children",17,"1 adult, 1 child",17.0,,,Other higher degree,33.0,"This group represents older individuals aged 50 and above, often with established households including families or living alone, who are engaging in education or training later in life, typically in more stable housing situations like owned or social housing.",Black: African,33.0
E09000025,Newham,Unemployed,1,Young Adults and Single Parents,6426,51,36.8,2.8,Male,55,Unemployed,100,Asian: Pakistani,22,A-level etc,43,Never married,78,Owned with mortgage,22,Rented private unfurnished,20.0,"3 or more adults, no children, excl. any couples",24,"1 adult, 1 child",18.0,,,GCSE etc,25.0,"This group consists of younger unemployed individuals, typically in their 20s to early 40s, who are often single, living alone, in shared households, or as single parents. They generally report good health and have varied educational backgrounds.",Asian: Bangladeshi,20.0
E09000025,Newham,Unemployed,2,Older Unemployed with Health Concerns,3557,32,61.9,3.5,Female,62,Unemployed,100,Asian: Pakistani,28,No qualification,59,Married/Civil partner,34,Owned with mortgage,19,Local authority rent,19.0,"3 or more adults, 1–2 children, incl. at least one couple",31,"3 or more adults, no children, excl. any couples",28.0,Divorced/dissolved civil partner,22.0,,,"This cluster comprises older unemployed individuals, mainly aged 60 and above, who frequently report fair to poor health and often have no formal qualifications. They are commonly widowed, divorced, or older single adults, often living in owned or social housing.",Asian: Bangladeshi,25.0
E09000025,Newham,Unemployed,3,Middle-Aged Family Providers,2569,17,51.0,2.4,Male,71,Unemployed,100,Asian: Indian,24,A-level etc,41,Married/Civil partner,53,Rented private unfurnished,35,Local authority rent,18.0,Couple with 2 children,29,"3 or more adults, no children, excl. any couples",24.0,,,GCSE etc,29.0,"This group includes middle-aged unemployed individuals, primarily in their 40s to early 60s, who are often married or cohabiting and living in family households with children. They tend to have mixed educational backgrounds and generally report good health.",Asian: Bangladeshi,18.0
E09000030,Tower Hamlets,Employed,1,Bangladeshi/Pakistani Families in Social Housing,1480,11,42.5,2.7,Male,73,Employed,100,Asian: Pakistani,36,No qualification,55,Married/Civil partner,64,Local authority rent,45,Rented from employer,27.0,Couple with 3 or more children,45,"3 or more adults, no children, excl. any couples",45.0,,,,,"Married, middle-aged Asian Bangladeshi or Pakistani individuals with large families (3+ children), often in social housing and with no formal qualifications.",White: British/English/Scottish/Welsh/N. Irish,27.0
E09000030,Tower Hamlets,Employed,2,Older Asian Indian Private Renters,1509,4,57.2,2.0,Male,100,Employed,100,Asian: Indian,100,A-level etc,100,Married/Civil partner,100,Rented private furnished,100,,,"3 or more adults, no children, excl. any couples",100,,,,,,,"Married Asian Indian individuals aged 50+ with A-level education, living in privately furnished accommodation in multi-adult households without children.",,
E09000030,Tower Hamlets,Employed,3,Multi-Generational Asian Households,720,5,47.2,2.4,Male,80,Employed,100,Asian: Bangladeshi,60,No qualification,80,Married/Civil partner,80,Housing association rented,60,,,"3 or more adults, 1–2 children, incl. at least one couple",40,"3 or more adults, >2 children, incl. at least one couple",40.0,,,,,"Married, middle-aged to older Asian individuals (Indian, Pakistani, Bangladeshi) living in multi-couple or multi-adult households, often with lower qualifications and mixed tenure.",,
E09000030,Tower Hamlets,Employed,4,Older Divorced/Separated/Widowed Adults,2119,9,46.8,2.6,Female,67,Employed,100,Asian: Pakistani,33,Degree,22,Divorced/dissolved civil partner,44,Housing association rented,44,Rented private unfurnished,44.0,"3 or more adults, no children, excl. any couples",78,,,Never married,33.0,A-level etc,22.0,"Middle-aged to older adults who are divorced, separated, or widowed, often living alone or in multi-adult households with mixed education and housing tenure.",White: British/English/Scottish/Welsh/N. Irish,11.0
E09000030,Tower Hamlets,Employed,5,Established Couples without Children,1059,5,39.2,2.2,Male,100,Employed,100,Asian: Pakistani,40,Degree,60,Never married,80,Owned outright,60,,,"3 or more adults, no children, excl. any couples",100,,,,,,,"Married or cohabiting couples of mixed age and ethnicity, living without children in various household types, often owning their homes or in social housing with varied education levels.",Asian: Indian,20.0
E09000030,Tower Hamlets,Employed,6,Working-Class Singles in Social/Owned Housing,2772,16,38.4,2.4,Male,50,Employed,100,White: British/English/Scottish/Welsh/N. Irish,44,A-level etc,31,Never married,94,Local authority rent,38,Rented private unfurnished,19.0,"3 or more adults, no children, excl. any couples",88,,,,,Other qualification,19.0,"Single individuals of mixed age and ethnicity, often with lower qualifications, living in social housing or owning their homes. This group includes single parents.",Asian: Indian,25.0
E09000030,Tower Hamlets,Employed,7,Young Educated Urban Renters,8429,50,35.0,2.3,Female,54,Employed,100,White: British/English/Scottish/Welsh/N. Irish,40,Degree,62,Never married,96,Rented private furnished,28,Owned with mortgage,16.0,"3 or more adults, no children, excl. any couples",90,,,,,,,"Predominantly young, single, and educated individuals (degree or A-level) living in private rented accommodation or with a mortgage, often in solo or shared adult households.",Asian: Indian,16.0
E09000030,Tower Hamlets,Inactive,1,Older Residents with Chronic Health Needs,1877,27,66.1,4.3,Female,56,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,48,No qualification,63,Never married,44,Local authority rent,44,Housing association rented,44.0,"3 or more adults, no children, excl. any couples",48,"1 adult under pensionable age, no children",15.0,Divorced/dissolved civil partner,26.0,,,"This group comprises older adults, many of whom are long-term sick or disabled, often experiencing fair to poor health and living alone or in older couple households.",Asian: Indian,11.0
E09000030,Tower Hamlets,Inactive,2,Middle-Aged Adults Facing Long-Term Health Challenges,4592,61,43.6,4.1,Male,56,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,64,No qualification,39,Never married,62,Local authority rent,34,Housing association rented,21.0,"3 or more adults, no children, excl. any couples",34,"1 adult under pensionable age, no children",10.0,,,GCSE etc,26.0,"This is the largest group, consisting of middle-aged individuals who are long-term sick or disabled, frequently reporting fair to poor health, and representing diverse household structures including families with children.",,
