ladcd,ladnm,group,cluster_id,tribe_label,size,n_respondents,age,health,sex_dv,sex_dv_pct,jbstat,jbstat_pct,racel_dv,racel_dv_pct,hiqual_dv,hiqual_dv_pct,hiqual_dv_2,hiqual_dv_2_pct,marstat_dv,marstat_dv_pct,marstat_dv_2,marstat_dv_2_pct,tenure_dv,tenure_dv_pct,hhtype_dv,hhtype_dv_pct,hhtype_dv_2,hhtype_dv_2_pct,racel_dv_2,racel_dv_2_pct,tenure_dv_2,tenure_dv_2_pct,tribe_description
E06000047,County Durham,Unemployed,4,Young Single White Women,4077,148,31.1,2.8,Female,100,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,91,GCSE etc,34,A-level etc,28.0,Never married,80,,,Owned with mortgage,35,"3 or more adults, no children, incl. at least one couple",18,"3 or more adults, 1–2 children, incl. at least one couple",16.0,,,Local authority rent,22.0,"Comprising exclusively young White British women, this cluster is largely never married and lives in multi-adult households. They share similar age and marital characteristics with their male counterparts in Cluster 3."
E06000047,County Durham,Unemployed,5,Older White Female Homeowners,3614,179,59.2,3.3,Female,100,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,90,GCSE etc,27,No qualification,16.0,Married/Civil partner,42,Never married,21.0,Owned with mortgage,26,"Couple both under pensionable age, no children",21,"1 adult under pensionable age, no children",13.0,,,Owned outright,25.0,"This cluster represents the oldest group, exclusively White British women with a significant proportion of homeowners. They tend to have lower qualifications and live in smaller households, often as couples or single adults."
E09000018,Hounslow,Employed,1,Pakistani Multi-Generational Homeowners,18624,691,44.5,2.7,Male,59,Employed,100,Asian: Pakistani,65,Degree,40,A-level etc,24.0,Married/Civil partner,67,,,Owned with mortgage,40,"3 or more adults, 1–2 children, incl. at least one couple",29,"3 or more adults, no children, incl. at least one couple",16.0,,,Owned outright,26.0,"This cluster consists primarily of middle-aged, well-educated Pakistani Asian individuals, mostly married homeowners. They often live in larger, multi-generational households with other adults and sometimes children."
E09000018,Hounslow,Employed,2,Older White British Male Homeowners,37141,5604,52.5,2.5,Male,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,97,Degree,35,A-level etc,25.0,Married/Civil partner,61,,,Owned with mortgage,56,"Couple both under pensionable age, no children",18,Couple with 2 children,17.0,,,,,"This large cluster is exclusively male and overwhelmingly White British, comprising older middle-aged, married homeowners in very good health. They typically live in traditional couple households, either with children or as empty nesters."
E09000018,Hounslow,Employed,3,Highly Educated Indian Homeowners,21493,983,49.2,2.6,Male,51,Employed,100,Asian: Indian,68,Degree,56,,,Married/Civil partner,68,,,Owned with mortgage,58,"3 or more adults, no children, incl. at least one couple",23,Couple with 2 children,18.0,,,,,"This cluster is predominantly Indian Asian, characterized by a high proportion of degree-holders and married homeowners in their late 40s. They live in a mix of extended adult households and traditional nuclear families with children."
E09000018,Hounslow,Employed,4,Older White British Female Homeowners,31525,6002,51.6,2.5,Female,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,95,Degree,38,A-level etc,22.0,Married/Civil partner,53,,,Owned with mortgage,53,"Couple both under pensionable age, no children",16,Couple with 2 children,15.0,,,,,"This cluster is exclusively female and overwhelmingly White British, consisting of older middle-aged, married homeowners in very good health. They typically reside in traditional couple households, either with children or as empty nesters."
E09000018,Hounslow,Employed,5,Black Female Renters and Homeowners,13229,946,50.4,2.6,Female,60,Employed,100,Black: African,32,Degree,43,A-level etc,20.0,Married/Civil partner,42,Never married,39.0,Owned with mortgage,38,"1 adult under pensionable age, no children",14,"3 or more adults, no children, incl. at least one couple",12.0,Black: Caribbean,28.0,Local authority rent,18.0,"This predominantly female cluster is characterized by its significant Black African and Caribbean population, with a notable proportion of single adults. They show a more diverse tenure mix, including both homeowners and local authority renters, and a higher rate of never-married individuals."
E09000018,Hounslow,Inactive,1,Black Female Social Renters,1164,90,51.8,4.1,Female,63,Inactive,100,Black: Caribbean,28,GCSE etc,28,A-level etc,19.0,Never married,64,,,Housing association rented,33,"1 adult under pensionable age, no children",36,"3 or more adults, 1–2 children, incl. at least one couple",11.0,Black: African,17.0,Local authority rent,27.0,"This cluster consists primarily of middle-aged Black women, many of whom are single and have never married. They predominantly live in social rented housing, often as single adults."
E09000018,Hounslow,Inactive,2,Bangladeshi Male Homeowners,760,20,48.2,3.8,Male,65,Inactive,100,Asian: Bangladeshi,90,Degree,25,GCSE etc,25.0,Never married,45,Married/Civil partner,40.0,Owned outright,30,"3 or more adults, 1–2 children, incl. at least one couple",30,"3 or more adults, no children, incl. at least one couple",25.0,,,Owned with mortgage,25.0,"This small cluster is overwhelmingly composed of middle-aged Bangladeshi men who are predominantly homeowners. They often live in large, multi-generational households, some with children."
E09000018,Hounslow,Inactive,3,Older White British Women,2882,466,56.8,4.2,Female,100,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,99,GCSE etc,27,No qualification,20.0,Married/Civil partner,32,Never married,29.0,Local authority rent,29,"1 adult under pensionable age, no children",17,"1 female, age 60+, no children",11.0,,,Owned outright,22.0,"This is the largest cluster, consisting almost entirely of older middle-aged White British women. They show a mix of housing tenure, including social renting and outright ownership, and many live as single adults."
E09000018,Hounslow,Inactive,4,Pakistani Homeowner Families,1977,72,52.6,3.9,Female,56,Inactive,100,Asian: Pakistani,54,GCSE etc,29,A-level etc,19.0,Married/Civil partner,47,Never married,22.0,Owned with mortgage,33,"3 or more adults, no children, incl. at least one couple",22,"3 or more adults, 1–2 children, incl. at least one couple",12.0,,,Owned outright,26.0,"This cluster is mainly composed of middle-aged Pakistani individuals, with a slight female majority, who are predominantly homeowners. A significant proportion are married and live in large multi-adult households, often with children."
E09000018,Hounslow,Inactive,5,Older White British Men,2375,305,55.7,4.1,Male,100,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,98,GCSE etc,24,A-level etc,24.0,Never married,39,Married/Civil partner,35.0,Local authority rent,25,"1 adult under pensionable age, no children",27,"Couple both under pensionable age, no children",13.0,,,Owned outright,21.0,"This cluster consists almost entirely of older middle-aged White British men. They exhibit a mix of housing tenures, including social renting and outright ownership, and often live as single adults or in couples without children."
E09000018,Hounslow,On leave,1,Indian Homeowning Mothers,1364,76,49.5,2.7,Female,99,On leave,100,Asian: Indian,75,Degree,25,A-level etc,24.0,Married/Civil partner,92,,,Owned with mortgage,41,Couple with 2 children,30,Couple with 3 or more children,14.0,,,Owned outright,34.0,"This cluster consists primarily of mid-aged Indian married women, predominantly homeowners, often with two or more children. They generally have good health and moderate to good educational attainment."
E09000018,Hounslow,On leave,2,White British Family Homeowners,4213,650,51.0,2.8,Female,92,On leave,100,White: British/English/Scottish/Welsh/N. Irish,99,Degree,27,GCSE etc,27.0,Married/Civil partner,66,,,Owned with mortgage,40,Couple with 2 children,21,Couple with 1 child,16.0,,,Owned outright,22.0,"This is the largest cluster, comprising almost exclusively White British women in their early 50s, mostly married homeowners. They typically live in households with one or two children and have a mix of educational backgrounds."
E09000018,Hounslow,On leave,3,Pakistani Large Family Homeowners,2788,130,49.0,3.1,Female,100,On leave,100,Asian: Pakistani,100,GCSE etc,25,No qualification,25.0,Married/Civil partner,94,,,Owned with mortgage,40,Couple with 3 or more children,26,"3 or more adults, 1–2 children, incl. at least one couple",24.0,,,Owned outright,34.0,"This cluster is entirely composed of mid-aged Pakistani married women who are predominantly homeowners. They are distinctive for their large family households, often with three or more children or multi-generational arrangements, and tend to have lower educational qualifications."
E09000018,Hounslow,On leave,4,Diverse Educated Renting Mothers,1275,101,46.7,2.8,Female,97,On leave,100,White: Other,35,Degree,26,Other higher degree,25.0,Married/Civil partner,64,,,Owned with mortgage,36,Couple with 2 children,17,Couple with 3 or more children,16.0,Black: African,22.0,Local authority rent,23.0,"This cluster consists of younger mid-aged women with a diverse ethnic background, notably White Other and Black African. They are highly educated, often holding degrees, and show a mix of housing tenure, including a significant proportion in local authority rented accommodation."
E09000018,Hounslow,On leave,5,Bangladeshi Social Renting Families,1893,88,48.0,3.0,Female,97,On leave,100,Asian: Bangladeshi,100,No qualification,28,A-level etc,22.0,Married/Civil partner,94,,,Local authority rent,27,"3 or more adults, 1–2 children, incl. at least one couple",26,Couple with 3 or more children,22.0,,,Owned with mortgage,24.0,"This cluster is entirely made up of mid-aged Bangladeshi married women, characterized by a notable proportion living in local authority rented housing. They tend to have larger, often multi-generational households and lower educational attainment."
E09000018,Hounslow,Retired,1,Older White Married Men,9497,2684,79.9,3.0,Male,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,99,Degree,25,A-level etc,20.0,Married/Civil partner,71,,,Owned outright,81,"Couple 1 or more over pensionable age, no children",61,,,,,,,"This large cluster consists almost entirely of older, married White British men who own their homes outright and live as couples, generally reporting good health."
E09000018,Hounslow,Retired,2,Diverse Older Single Women,1567,198,79.2,3.3,Female,63,Retired,100,Black: Caribbean,37,Degree,25,Other qualification,20.0,Married/Civil partner,36,Divorced/dissolved civil partner,22.0,Owned outright,51,"1 female, age 60+, no children",30,"Couple 1 or more over pensionable age, no children",25.0,White: Other,23.0,,,"This small, diverse group is predominantly female, with a notable presence of Black Caribbean and 'White Other' individuals. They show a higher rate of divorce and a mix of single women and couples, with just over half owning their homes."
E09000018,Hounslow,Retired,3,Younger White Married Women,5334,1955,76.6,2.8,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,99,GCSE etc,24,Degree,20.0,Married/Civil partner,76,,,Owned outright,83,"Couple 1 or more over pensionable age, no children",69,,,,,,,"Composed entirely of younger, married White British women, this cluster predominantly lives as couples and owns their homes outright, generally reporting good health."
E09000018,Hounslow,Retired,4,Elderly White Widowed Solos,5992,1152,86.6,3.3,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,97,No qualification,39,Other qualification,19.0,Widowed/surviving civil partner,63,,,Owned outright,68,"1 female, age 60+, no children",81,,,,,,,"This is the oldest cluster, consisting almost entirely of White British women who are predominantly widowed and live alone. They tend to have lower educational qualifications."
E09000018,Hounslow,Retired,5,Retired Indian Multi-Adult Households,5433,263,77.6,3.5,Female,52,Retired,100,Asian: Indian,52,No qualification,28,Degree,25.0,Married/Civil partner,72,,,Owned outright,65,"Couple 1 or more over pensionable age, no children",38,"3 or more adults, no children, incl. at least one couple",22.0,,,,,"This cluster is primarily composed of retired Asian Indian individuals, with a significant proportion living in multi-adult households. They have a high marriage rate and generally report fair health."
E09000018,Hounslow,Student / training,1,Young White British Male Homeowners,3325,423,27.0,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,96,A-level etc,44,GCSE etc,32.0,Never married,94,,,Owned with mortgage,54,"3 or more adults, 1–2 children, incl. at least one couple",22,"3 or more adults, no children, incl. at least one couple",18.0,,,,,"This cluster consists almost entirely of young, single White British men, typically aged around 27. They are distinctive for living in family homes owned with a mortgage, often in large multi-adult households that may include children."
E09000018,Hounslow,Student / training,2,Young Pakistani Family Homeowners,2470,137,26.1,2.3,Female,55,Student / training,100,Asian: Pakistani,100,A-level etc,45,GCSE etc,33.0,Never married,98,,,Owned with mortgage,44,"3 or more adults, 1–2 children, incl. at least one couple",34,Couple with 3 or more children,17.0,,,Owned outright,36.0,"This cluster comprises young, single individuals, exclusively of Pakistani Asian background, averaging 26 years old. They are notable for living in family homes, with a high proportion owning their homes either outright or with a mortgage, often in large households with multiple adults and children."
E09000018,Hounslow,Student / training,3,Young White British Female Homeowners,2564,490,27.4,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,97,A-level etc,46,GCSE etc,32.0,Never married,91,,,Owned with mortgage,50,"3 or more adults, 1–2 children, incl. at least one couple",27,"3 or more adults, no children, incl. at least one couple",18.0,,,,,"This cluster is almost entirely composed of young, single White British women, typically around 27 years old. Like their male counterparts in Cluster 1, they predominantly live in family homes owned with a mortgage, often in large multi-adult households."
E09000018,Hounslow,Student / training,4,Young Black Renters and Homeowners,2278,174,28.6,2.3,Female,66,Student / training,100,Black: African,35,A-level etc,44,GCSE etc,30.0,Never married,95,,,Owned with mortgage,33,"3 or more adults, 1–2 children, incl. at least one couple",25,"2 adults, not a couple, 1 or more children",11.0,Black: Caribbean,20.0,Local authority rent,21.0,"This cluster consists of young individuals, predominantly Black (African and Caribbean backgrounds), with an average age of 28. They are distinctive for a higher proportion living in local authority rented housing compared to other student groups, alongside some homeowners, often in multi-adult households with children."
E09000018,Hounslow,Student / training,5,Young Indian and Bangladeshi Homeowners,3041,209,26.0,2.2,Female,55,Student / training,100,Asian: Indian,45,A-level etc,41,GCSE etc,40.0,Never married,97,,,Owned with mortgage,42,"3 or more adults, 1–2 children, incl. at least one couple",39,"3 or more adults, no children, incl. at least one couple",13.0,Asian: Bangladeshi,31.0,Owned outright,27.0,"This cluster features young, single individuals, primarily of Indian and Bangladeshi Asian backgrounds, averaging 26 years old. They are characterized by a high rate of home ownership (mortgaged or outright) and typically reside in large multi-adult households that often include children."
E09000018,Hounslow,Unemployed,1,Middle-Aged Black Social Renters,1748,135,46.1,3.0,Male,50,Unemployed,100,Black: Caribbean,29,GCSE etc,28,A-level etc,27.0,Never married,55,,,Housing association rented,27,"1 adult under pensionable age, no children",19,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Black: African,29.0,Local authority rent,25.0,"This cluster consists of middle-aged, predominantly Black individuals of Caribbean and African descent. A majority are never married and live in social housing, often as single adults."
E09000018,Hounslow,Unemployed,2,Older South Asian Female Homeowners,1977,85,56.6,3.1,Female,71,Unemployed,100,Asian: Indian,48,Degree,38,A-level etc,18.0,Married/Civil partner,64,,,Owned with mortgage,47,"3 or more adults, no children, incl. at least one couple",14,"3 or more adults, 1–2 children, incl. at least one couple",14.0,Asian: Pakistani,31.0,Owned outright,25.0,"This cluster is characterized by older, predominantly female South Asian individuals, primarily of Indian and Pakistani heritage. Most are married homeowners with higher education, often living in multi-generational households."
E09000018,Hounslow,Unemployed,3,Single White British Adults,4094,593,44.9,3.0,Male,56,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,96,GCSE etc,29,A-level etc,23.0,Never married,57,,,Owned with mortgage,30,"1 adult under pensionable age, no children",16,"3 or more adults, no children, incl. at least one couple",14.0,,,Owned outright,20.0,"This is the largest cluster, primarily composed of middle-aged White British individuals. A majority are never married, often living as single adults, with a mix of homeownership and renting."
E09000018,Hounslow,Unemployed,4,Bangladeshi Family Social Renters,1686,69,46.1,3.1,Female,51,Unemployed,100,Asian: Bangladeshi,100,GCSE etc,30,A-level etc,20.0,Married/Civil partner,54,,,Local authority rent,46,"3 or more adults, 1–2 children, incl. at least one couple",35,"3 or more adults, no children, incl. at least one couple",13.0,,,Owned with mortgage,20.0,"This cluster is uniquely defined by its entirely Bangladeshi population, consisting primarily of middle-aged married individuals. They predominantly live in local authority rented housing, often in large family households with children."
E09000018,Hounslow,Unemployed,5,Young Pakistani Single Homeowners,1941,78,34.2,2.7,Male,50,Unemployed,100,Asian: Pakistani,68,GCSE etc,29,Degree,27.0,Never married,67,,,Owned with mortgage,42,"3 or more adults, no children, incl. at least one couple",26,"3 or more adults, 1–2 children, incl. at least one couple",18.0,,,Owned outright,29.0,"This younger cluster is largely composed of single Pakistani individuals. They are predominantly homeowners and often live in multi-adult households, though not always with children."
E09000019,Islington,Employed,1,Young South Asian Families,14702,1586,46.6,2.6,Male,56,Employed,100,Asian: Indian,39,Degree,51,,,Married/Civil partner,66,,,Owned with mortgage,50,"3 or more adults, 1–2 children, incl. at least one couple",21,"3 or more adults, no children, incl. at least one couple",20.0,Asian: Pakistani,27.0,,,"This cluster comprises younger, highly educated South Asian individuals, predominantly Indian and Pakistani, who are often married. They typically live in larger, potentially multi-generational households with children, owning their homes with a mortgage."
E09000019,Islington,Employed,2,Older White British Male Homeowners,46710,5545,52.2,2.5,Male,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,99,Degree,35,A-level etc,25.0,Married/Civil partner,60,,,Owned with mortgage,56,"Couple both under pensionable age, no children",19,"3 or more adults, no children, incl. at least one couple",17.0,,,,,"This is the largest cluster, consisting exclusively of older White British men, mostly married and homeowners with a mortgage. They often live as couples without children or in multi-adult households."
E09000019,Islington,Employed,3,Older White British Female Homeowners,37451,5824,50.8,2.5,Female,100,Employed,100,White: British/English/Scottish/Welsh/N. Irish,99,Degree,39,A-level etc,22.0,Married/Civil partner,51,,,Owned with mortgage,53,"Couple both under pensionable age, no children",18,"3 or more adults, no children, incl. at least one couple",14.0,,,,,"This cluster is exclusively composed of older White British women, many of whom are married and own their homes with a mortgage. They typically live as couples without children or in multi-adult households, mirroring the male cluster."
E09000019,Islington,Employed,4,Black Caribbean Single Adults,8188,406,51.1,2.7,Female,65,Employed,100,Black: Caribbean,67,Degree,39,A-level etc,22.0,Never married,46,Married/Civil partner,31.0,Owned with mortgage,42,"1 adult under pensionable age, no children",15,"3 or more adults, no children, incl. at least one couple",12.0,,,Local authority rent,17.0,"This smaller cluster is predominantly Black Caribbean, with a higher proportion of women and individuals who have never married. Many live as single adults and have a mix of homeownership and local authority renting."
E09000019,Islington,Employed,5,Diverse Educated Families,16380,984,50.3,2.5,Female,59,Employed,100,White: Other,43,Degree,51,,,Married/Civil partner,54,,,Owned with mortgage,39,Couple with 2 children,15,"1 adult under pensionable age, no children",12.0,Black: African,31.0,Local authority rent,14.0,"This cluster is characterized by its diverse ethnic makeup, primarily 'White: Other' and Black African, with a high proportion of degree holders. Many are married couples with children, though single adults are also present, and tenure is a mix of homeownership and social renting."
E09000019,Islington,Inactive,1,Older White Male Social Renters,3246,262,61.6,4.3,Male,100,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,96,GCSE etc,24,A-level etc,21.0,Married/Civil partner,41,Never married,29.0,Local authority rent,27,"1 adult under pensionable age, no children",31,"Couple both under pensionable age, no children",15.0,,,Housing association rented,22.0,"This cluster comprises older, exclusively White British men, predominantly living in social rented housing. Many are single or live as couples without children, and have moderate educational qualifications."
E09000019,Islington,Inactive,2,Black Female Social Renters,2046,82,52.7,4.1,Female,63,Inactive,100,Black: Caribbean,30,GCSE etc,27,A-level etc,18.0,Never married,62,,,Housing association rented,35,"1 adult under pensionable age, no children",35,"3 or more adults, 1–2 children, incl. at least one couple",11.0,Black: African,20.0,Local authority rent,28.0,"This group consists mainly of middle-aged Black women of Caribbean and African heritage, who are predominantly never married and live in social rented accommodation. Households are a mix of single adults and larger families with children."
E09000019,Islington,Inactive,3,Young White British Renters,3800,139,32.4,3.5,Female,58,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,98,A-level etc,33,GCSE etc,32.0,Never married,75,,,Owned with mortgage,27,"3 or more adults, no children, incl. at least one couple",22,Couple with 2 children,12.0,,,Local authority rent,20.0,"This is the youngest cluster, primarily White British individuals who are largely never married. While some own with a mortgage, many rent, often living in shared households or as young families with children."
E09000019,Islington,Inactive,4,Older White Female Homeowners,3679,438,60.8,4.3,Female,100,Inactive,100,White: British/English/Scottish/Welsh/N. Irish,98,GCSE etc,26,No qualification,21.0,Married/Civil partner,37,Divorced/dissolved civil partner,23.0,Local authority rent,31,"1 adult under pensionable age, no children",18,"1 female, age 60+, no children",13.0,,,Owned outright,23.0,"This cluster is exclusively older White British women, many of whom are divorced or widowed. They have lower educational attainment and are a mix of social renters and outright homeowners, often living alone."
E09000019,Islington,Inactive,5,Asian Homeowning Families,1130,90,51.2,3.8,Male,50,Inactive,100,Asian: Pakistani,41,GCSE etc,30,Degree,19.0,Married/Civil partner,44,Never married,29.0,Owned with mortgage,32,"3 or more adults, no children, incl. at least one couple",22,"3 or more adults, 1–2 children, incl. at least one couple",17.0,Asian: Indian,28.0,Owned outright,27.0,"This middle-aged cluster is predominantly of Pakistani and Indian Asian heritage, with a significant proportion owning their homes outright or with a mortgage. They often live in larger multi-adult households, some with children."
E09000019,Islington,On leave,1,Older White British Homeowners,4505,544,53.1,3.0,Female,90,On leave,100,White: British/English/Scottish/Welsh/N. Irish,95,GCSE etc,30,Degree,20.0,Married/Civil partner,67,,,Owned with mortgage,32,Couple with 2 children,19,"3 or more adults, no children, incl. at least one couple",12.0,,,Owned outright,22.0,"This is the largest and oldest cluster, predominantly White British women who are married or in civil partnerships. They are mainly homeowners, often living in established family households with children or other adults."
E09000019,Islington,On leave,2,South Asian Married Mothers,1960,280,48.1,2.9,Female,98,On leave,100,Asian: Pakistani,42,No qualification,22,GCSE etc,21.0,Married/Civil partner,93,,,Owned with mortgage,35,Couple with 3 or more children,24,"3 or more adults, 1–2 children, incl. at least one couple",21.0,Asian: Bangladeshi,31.0,Owned outright,25.0,"This cluster is almost entirely South Asian women, primarily of Pakistani and Bangladeshi origin, with a very high marriage rate. They tend to have lower educational qualifications and live in large family households, often with three or more children, and are homeowners."
E09000019,Islington,On leave,3,Young White Professional Families,1200,131,39.3,2.3,Female,99,On leave,100,White: British/English/Scottish/Welsh/N. Irish,93,Degree,61,,,Married/Civil partner,63,,,Owned with mortgage,73,Couple with 1 child,38,Couple with 2 children,37.0,,,,,"This is the youngest and healthiest cluster, consisting almost exclusively of highly educated White British women, most of whom hold a degree. They are predominantly homeowners with a mortgage and live in nuclear family households with one or two children."
E09000019,Islington,On leave,4,Mixed Heritage Single Mothers,659,18,44.9,3.1,Female,94,On leave,100,Mixed: White and Black Caribbean,56,GCSE etc,33,Other higher degree,28.0,Never married,67,,,Housing association rented,50,"1 adult, 2 or more children",33,"1 adult under pensionable age, no children",11.0,,,,,"This is the smallest cluster, primarily composed of women of Mixed White and Black Caribbean heritage. A significant majority have never been married and live as single parents with two or more children, often renting from a housing association."
E09000019,Islington,On leave,5,Black African Educated Women,934,38,45.1,2.7,Female,95,On leave,100,Black: African,63,Other higher degree,34,Degree,24.0,Married/Civil partner,58,,,Owned with mortgage,29,"1 adult, 2 or more children",16,"3 or more adults, 1–2 children, incl. at least one couple",16.0,,,Local authority rent,29.0,"This cluster is largely made up of highly educated Black African women, many of whom hold a degree or other higher degree. Their housing tenure is mixed between mortgage ownership and local authority renting, and household structures vary, including some single-parent families."
E09000019,Islington,Retired,1,Older Married White Men,8736,2552,79.5,3.0,Male,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,98,Degree,27,A-level etc,19.0,Married/Civil partner,69,,,Owned outright,79,"Couple 1 or more over pensionable age, no children",59,,,,,,,"This cluster consists exclusively of older, married White British men, predominantly homeowners. They are relatively well-educated and live mainly in couples households."
E09000019,Islington,Retired,2,Elderly Widowed White Women,5892,1117,86.7,3.4,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,95,No qualification,42,Other qualification,19.0,Widowed/surviving civil partner,62,,,Owned outright,66,"1 female, age 60+, no children",76,,,,,,,"This cluster represents the oldest group, consisting entirely of widowed White British women. The majority live alone and have no formal qualifications, typically owning their homes outright."
E09000019,Islington,Retired,3,Caribbean Mixed Tenure Retirees,1199,131,79.9,3.4,Female,61,Retired,100,Black: Caribbean,51,Degree,20,No qualification,19.0,Married/Civil partner,34,Divorced/dissolved civil partner,22.0,Owned outright,44,"1 female, age 60+, no children",31,"Couple 1 or more over pensionable age, no children",21.0,,,Housing association rented,21.0,"This is the smallest cluster, primarily composed of Black Caribbean individuals. They show a mix of marital statuses, including a notable proportion of divorced individuals, and a diverse housing tenure split between outright ownership and housing association renting."
E09000019,Islington,Retired,4,Younger Married White Homeowners,4643,1867,75.9,2.8,Female,100,Retired,100,White: British/English/Scottish/Welsh/N. Irish,99,GCSE etc,24,Degree,23.0,Married/Civil partner,71,,,Owned outright,82,"Couple 1 or more over pensionable age, no children",64,,,,,,,"This cluster consists exclusively of younger, married White British women, enjoying very good health. They have the highest rate of outright homeownership and predominantly live in couples households."
E09000019,Islington,Retired,5,Asian Multi-Generational Retirees,875,227,77.7,3.4,Female,52,Retired,100,Asian: Indian,47,No qualification,31,Degree,26.0,Married/Civil partner,67,,,Owned outright,63,"Couple 1 or more over pensionable age, no children",35,"3 or more adults, no children, incl. at least one couple",21.0,Asian: Pakistani,20.0,,,"This cluster is predominantly Asian, with significant Indian and Pakistani representation. A notable proportion live in larger households with three or more adults, often including couples, reflecting multi-generational living."
E09000019,Islington,Student / training,1,Young South Asian Family Homeowners,3095,343,26.1,2.2,Female,55,Student / training,100,Asian: Pakistani,40,A-level etc,43,GCSE etc,36.0,Never married,97,,,Owned with mortgage,43,"3 or more adults, 1–2 children, incl. at least one couple",37,"3 or more adults, >2 children, incl. at least one couple",14.0,Asian: Indian,28.0,Owned outright,31.0,"This cluster comprises young, never-married individuals, predominantly of Pakistani and Indian descent, with a slight female majority. They are distinctive for living in large, multi-generational households, often with multiple children and couples, and show a high rate of home ownership, suggesting they reside with family who own their homes."
E09000019,Islington,Student / training,2,Young White British Female Homeowners,4767,470,28.0,2.4,Female,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,97,A-level etc,50,,,Never married,89,,,Owned with mortgage,49,"3 or more adults, 1–2 children, incl. at least one couple",28,"3 or more adults, no children, incl. at least one couple",21.0,,,Owned outright,21.0,"This cluster is exclusively composed of young, never-married White British females. They typically reside in large households, sometimes with children, and exhibit a significant proportion of home ownership, likely living with family who own their properties."
E09000019,Islington,Student / training,3,Young Black Social Renters,4395,172,28.4,2.3,Female,66,Student / training,100,Black: African,36,A-level etc,45,GCSE etc,32.0,Never married,97,,,Owned with mortgage,34,"3 or more adults, 1–2 children, incl. at least one couple",25,"2 adults, not a couple, 1 or more children",10.0,Black: Caribbean,20.0,Local authority rent,21.0,"This cluster consists of young, never-married individuals, predominantly of Black African and Caribbean descent, with a female majority. They are distinct for a notable proportion living in local authority rented housing, often in large households with children."
E09000019,Islington,Student / training,4,Young White British Male Mortgagees,4536,360,27.8,2.1,Male,100,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,96,A-level etc,47,GCSE etc,27.0,Never married,93,,,Owned with mortgage,53,"3 or more adults, 1–2 children, incl. at least one couple",23,"3 or more adults, no children, incl. at least one couple",22.0,,,,,"This cluster is exclusively made up of young, never-married White British males. They show a high rate of home ownership with a mortgage, typically living in large households, likely with family who own their homes, that may or may not include children."
E09000019,Islington,Student / training,5,Youngest White British Mortgage Families,2013,176,24.0,2.2,Male,50,Student / training,100,White: British/English/Scottish/Welsh/N. Irish,96,GCSE etc,58,,,Never married,99,,,Owned with mortgage,59,"3 or more adults, 1–2 children, incl. at least one couple",27,Couple with 2 children,24.0,,,,,"This is the youngest cluster, primarily composed of White British individuals with a balanced sex ratio and the highest proportion of GCSE-level education. They have the highest rate of home ownership with a mortgage, often living as couples with two children."
E09000019,Islington,Unemployed,1,Older White Homeowners,3334,327,58.9,3.3,Male,54,Unemployed,100,White: British/English/Scottish/Welsh/N. Irish,94,GCSE etc,26,Degree,19.0,Married/Civil partner,38,Never married,31.0,Owned with mortgage,27,"1 adult under pensionable age, no children",23,"Couple both under pensionable age, no children",18.0,,,Owned outright,24.0,"This cluster consists primarily of older, White British individuals, many of whom own their homes outright or with a mortgage. Despite being unemployed, they report relatively good health and often live in smaller households."
E09000019,Islington,Unemployed,2,South Asian Family Homeowners,2726,227,45.3,2.9,Female,57,Unemployed,100,Asian: Pakistani,34,Degree,27,GCSE etc,22.0,Married/Civil partner,48,Never married,41.0,Owned with mortgage,36,"3 or more adults, 1–2 children, incl. at least one couple",21,"3 or more adults, no children, incl. at least one couple",17.0,Asian: Bangladeshi,30.0,Owned outright,22.0,"This cluster is characterized by middle-aged, predominantly female South Asian individuals, largely of Pakistani and Bangladeshi origin. Many are married homeowners living in larger, multi-adult households, often with children."
